Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12
3.670780533252756e-10,5.508833895167463e-10,4.514624348116424e-09,3.647027670314952e-10,2.1895191797468004e-10,1.9551744301213763e-10,3.103628685335131e-10,3.93145798182957e-09,2.5374199752330373e-05,0.9978677273560791,0.0014823012318930236
3.671045184165693e-10,5.508273591142061e-10,4.514901774159441e-09,3.6466726114085137e-10,2.1889732742280877e-10,1.954848003058579e-10,3.1034877932582253e-10,3.9317430062145385e-09,2.5376315610982884e-05,0.9978699892605508,0.0014800424587076235
3.4933549930251486e-10,5.254611903651901e-10,4.521467740145902e-09,3.059050274595684e-10,2.020161416794164e-10,1.7978955404955525e-10,2.576792584824822e-10,3.9348988089892564e-09,2.537776315719242e-05,0.997838782037806,0.001511305822968826
3.310609040503948e-10,5.015235004537615e-10,4.557320809634578e-09,3.588290491141207e-10,2.1142285642953235e-10,1.8988689386862956e-10,3.048186089117331e-10,3.970853193565726e-09,2.5382913984050213e-05,0.9978097157264075,0.0015404359028703576
3.372958851809133e-10,5.106610938208116e-10,4.631750299727849e-09,3.558974033114209e-10,2.046152366887168e-10,1.8344668402219162e-10,3.0230865926915273e-10,4.0380777920094075e-09,2.540012645686493e-05,0.9978238340302261,0.0015263346942454405
3.001972395600101e-10,4.6458267604622743e-10,4.743846163935428e-09,3.638493770511557e-10,2.0081556565728294e-10,1.7918044073352233e-10,3.111834130905089e-10,4.13947044792113e-09,2.5422346176165375e-05,0.9978804940353234,0.0014696881252525182
3.0465819670579256e-10,4.672153446897702e-10,4.706821765547253e-09,3.5928608083787034e-10,1.9766482229036854e-10,1.7652954595672547e-10,3.075700822833532e-10,4.1055913194194075e-09,2.5444720420694623e-05,0.997903589983842,0.001446632040338183
2.5801535246241036e-10,4.0516656667013547e-10,4.5630771337357215e-09,3.4986733823538593e-10,2.2667984369559306e-10,2.0309604890987972e-10,2.9863983460997793e-10,3.972765744269764e-09,2.5477008011601023e-05,0.9979947876944012,0.0013554660810366124
2.512802478706828e-10,3.8977721872517167e-10,4.468840397504233e-09,3.2993034211950865e-10,2.123129084117508e-10,1.9193648286627142e-10,2.8010380957969667e-10,3.886230300621626e-09,2.550649650154859e-05,0.9980449850202261,0.0013053438847826716
2.978428539518903e-10,4.4947499719971165e-10,4.428271528860004e-09,3.3679266269656324e-10,2.157869128018471e-10,1.943074232386578e-10,2.8610258349442444e-10,3.851441227218851e-09,2.5540389292172336e-05,0.9980589514358431,0.0012914010387846608
3.2377043910595244e-10,4.757203309782218e-10,4.374333657947074e-09,3.228303119806316e-10,2.1519328419604167e-10,1.9328063760564487e-10,2.7377779711302244e-10,3.803205327140302e-09,2.557874063369995e-05,0.9981028697573759,0.0012475522749834755
