e,tDOS,inter,vac1,vac2,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z1_0,Z1_1,Z1_2,Z1_3,Z2_0,Z2_1,Z2_2,Z2_3,Z3_0,Z3_1,Z3_2,Z3_3,Z4_0,Z4_1,Z4_2,Z4_3,Z5_0,Z5_1,Z5_2,Z5_3,Z6_0,Z6_1,Z6_2,Z6_3,Z7_0,Z7_1,Z7_2,Z7_3,Z8_0,Z8_1,Z8_2,Z8_3,Z9_0,Z9_1,Z9_2,Z9_3,Z10_0,Z10_1,Z10_2,Z10_3,Z11_0,Z11_1,Z11_2,Z11_3,Z12_0,Z12_1,Z12_2,Z12_3
7.306,7.780,5.820,0.000,0.000,0.188,0.176,0.043,0.031,0.026,0.016,0.021,0.020,0.204,0.411,0.487,0.337,0.016,0.168,0.004,0.000,0.010,0.159,0.007,0.000,0.034,0.008,0.000,0.000,0.024,0.006,0.000,0.000,0.020,0.005,0.000,0.000,0.008,0.008,0.000,0.000,0.011,0.009,0.000,0.000,0.013,0.006,0.000,0.000,0.001,0.106,0.049,0.048,0.030,0.090,0.273,0.018,0.012,0.149,0.315,0.012,0.008,0.103,0.214,0.012
7.327,7.800,5.840,0.000,0.000,0.201,0.173,0.038,0.034,0.025,0.017,0.023,0.020,0.207,0.396,0.496,0.333,0.016,0.181,0.004,0.000,0.011,0.155,0.007,0.000,0.030,0.007,0.000,0.000,0.028,0.006,0.000,0.000,0.019,0.005,0.000,0.000,0.008,0.008,0.001,0.000,0.012,0.010,0.001,0.000,0.013,0.006,0.000,0.000,0.001,0.111,0.047,0.048,0.029,0.085,0.262,0.019,0.013,0.149,0.323,0.011,0.008,0.106,0.207,0.013
7.348,7.810,5.840,0.000,0.000,0.213,0.172,0.033,0.038,0.024,0.017,0.025,0.019,0.209,0.380,0.502,0.329,0.016,0.192,0.004,0.000,0.011,0.153,0.008,0.000,0.026,0.007,0.000,0.000,0.030,0.007,0.000,0.000,0.019,0.005,0.000,0.000,0.008,0.008,0.001,0.000,0.013,0.011,0.001,0.000,0.012,0.007,0.001,0.000,0.001,0.116,0.045,0.047,0.029,0.082,0.249,0.020,0.014,0.150,0.327,0.011,0.008,0.108,0.200,0.013
7.369,7.760,5.810,0.000,0.000,0.221,0.173,0.029,0.040,0.024,0.018,0.026,0.019,0.208,0.365,0.503,0.324,0.016,0.201,0.004,0.000,0.012,0.153,0.008,0.000,0.023,0.006,0.000,0.000,0.033,0.007,0.000,0.000,0.018,0.005,0.000,0.000,0.009,0.009,0.001,0.000,0.014,0.011,0.001,0.000,0.011,0.007,0.001,0.000,0.001,0.118,0.043,0.046,0.029,0.079,0.236,0.021,0.014,0.151,0.327,0.011,0.007,0.110,0.193,0.013
7.390,7.660,5.730,0.000,0.000,0.226,0.173,0.026,0.042,0.023,0.018,0.026,0.018,0.205,0.348,0.497,0.319,0.016,0.206,0.004,0.000,0.012,0.152,0.008,0.000,0.020,0.006,0.000,0.000,0.035,0.007,0.000,0.000,0.018,0.005,0.000,0.000,0.009,0.009,0.001,0.000,0.014,0.011,0.001,0.000,0.011,0.007,0.001,0.000,0.001,0.118,0.041,0.044,0.028,0.077,0.223,0.021,0.015,0.150,0.322,0.011,0.007,0.111,0.188,0.013
7.411,7.490,5.600,0.000,0.000,0.227,0.172,0.024,0.043,0.023,0.018,0.026,0.018,0.198,0.333,0.485,0.315,0.015,0.208,0.004,0.000,0.013,0.151,0.008,0.000,0.018,0.006,0.000,0.000,0.035,0.007,0.000,0.000,0.018,0.005,0.000,0.000,0.009,0.009,0.001,0.000,0.014,0.011,0.001,0.000,0.010,0.007,0.001,0.000,0.001,0.116,0.040,0.042,0.027,0.075,0.210,0.021,0.015,0.148,0.312,0.011,0.007,0.110,0.185,0.013
7.431,7.270,5.440,0.000,0.000,0.224,0.170,0.023,0.043,0.022,0.018,0.025,0.017,0.190,0.319,0.468,0.312,0.014,0.206,0.004,0.000,0.013,0.149,0.008,0.000,0.017,0.005,0.000,0.000,0.035,0.007,0.000,0.000,0.017,0.005,0.000,0.000,0.009,0.009,0.001,0.000,0.013,0.011,0.001,0.000,0.010,0.007,0.001,0.000,0.001,0.111,0.037,0.041,0.026,0.074,0.199,0.020,0.015,0.144,0.299,0.010,0.006,0.109,0.185,0.013
7.452,7.060,5.280,0.000,0.000,0.219,0.166,0.022,0.042,0.022,0.018,0.023,0.017,0.181,0.310,0.447,0.313,0.013,0.201,0.004,0.000,0.013,0.146,0.007,0.000,0.016,0.005,0.000,0.000,0.034,0.007,0.000,0.000,0.017,0.005,0.000,0.000,0.009,0.008,0.001,0.000,0.013,0.010,0.001,0.000,0.009,0.007,0.001,0.000,0.001,0.105,0.035,0.040,0.025,0.075,0.191,0.019,0.014,0.140,0.283,0.010,0.006,0.107,0.188,0.012
7.473,6.890,5.150,0.000,0.000,0.212,0.162,0.021,0.040,0.022,0.018,0.022,0.016,0.174,0.306,0.427,0.318,0.013,0.196,0.004,0.000,0.013,0.142,0.007,0.000,0.016,0.005,0.000,0.000,0.033,0.007,0.000,0.000,0.017,0.004,0.000,0.000,0.009,0.008,0.001,0.000,0.012,0.010,0.001,0.000,0.009,0.007,0.001,0.000,0.001,0.100,0.034,0.039,0.024,0.077,0.188,0.018,0.013,0.137,0.268,0.009,0.006,0.106,0.195,0.011
7.494,6.800,5.080,0.000,0.000,0.206,0.158,0.021,0.039,0.022,0.018,0.021,0.016,0.169,0.310,0.411,0.328,0.012,0.191,0.004,0.000,0.013,0.139,0.007,0.000,0.016,0.005,0.000,0.000,0.032,0.007,0.000,0.000,0.017,0.004,0.000,0.000,0.009,0.008,0.001,0.000,0.011,0.009,0.001,0.000,0.009,0.007,0.001,0.000,0.001,0.096,0.034,0.039,0.023,0.081,0.188,0.018,0.013,0.134,0.254,0.009,0.005,0.107,0.205,0.011
7.515,6.830,5.100,0.000,0.000,0.202,0.156,0.021,0.038,0.024,0.018,0.020,0.017,0.170,0.320,0.399,0.342,0.011,0.187,0.004,0.000,0.013,0.136,0.007,0.000,0.016,0.005,0.000,0.000,0.031,0.007,0.000,0.000,0.018,0.005,0.000,0.000,0.009,0.008,0.001,0.000,0.011,0.009,0.001,0.000,0.009,0.008,0.001,0.000,0.001,0.095,0.034,0.040,0.022,0.086,0.193,0.018,0.011,0.135,0.244,0.009,0.005,0.110,0.217,0.011
7.536,6.970,5.200,0.000,0.000,0.201,0.156,0.022,0.039,0.026,0.019,0.020,0.018,0.175,0.336,0.395,0.360,0.011,0.187,0.004,0.000,0.013,0.135,0.007,0.000,0.017,0.005,0.000,0.000,0.032,0.007,0.000,0.000,0.020,0.005,0.000,0.000,0.010,0.008,0.001,0.000,0.011,0.008,0.001,0.000,0.009,0.008,0.001,0.000,0.001,0.098,0.035,0.040,0.022,0.094,0.202,0.018,0.011,0.137,0.237,0.010,0.005,0.115,0.229,0.011
7.557,7.210,5.380,0.000,0.000,0.204,0.158,0.024,0.040,0.029,0.020,0.020,0.019,0.184,0.356,0.396,0.379,0.011,0.189,0.004,0.000,0.014,0.136,0.007,0.000,0.018,0.005,0.000,0.000,0.033,0.007,0.000,0.000,0.023,0.005,0.000,0.000,0.011,0.009,0.001,0.000,0.012,0.008,0.001,0.000,0.009,0.009,0.001,0.000,0.001,0.104,0.038,0.041,0.022,0.103,0.211,0.019,0.010,0.142,0.233,0.010,0.005,0.121,0.241,0.011
7.578,7.510,5.600,0.000,0.000,0.209,0.162,0.026,0.043,0.033,0.022,0.022,0.020,0.196,0.377,0.402,0.397,0.011,0.193,0.004,0.000,0.015,0.139,0.007,0.000,0.020,0.006,0.000,0.000,0.035,0.007,0.000,0.000,0.026,0.006,0.000,0.000,0.012,0.009,0.001,0.000,0.013,0.008,0.001,0.000,0.010,0.010,0.001,0.000,0.001,0.112,0.041,0.042,0.023,0.113,0.221,0.021,0.009,0.149,0.233,0.011,0.005,0.128,0.252,0.012
7.599,7.830,5.840,0.000,0.000,0.216,0.169,0.029,0.046,0.037,0.023,0.023,0.021,0.208,0.396,0.411,0.413,0.012,0.199,0.004,0.000,0.017,0.144,0.008,0.000,0.022,0.006,0.000,0.000,0.038,0.007,0.000,0.000,0.030,0.006,0.000,0.000,0.013,0.010,0.001,0.000,0.014,0.009,0.001,0.000,0.010,0.011,0.001,0.000,0.001,0.120,0.045,0.043,0.023,0.122,0.229,0.022,0.009,0.157,0.234,0.011,0.005,0.134,0.261,0.013
7.620,8.110,6.050,0.000,0.000,0.223,0.177,0.032,0.049,0.042,0.025,0.025,0.022,0.219,0.410,0.420,0.425,0.013,0.206,0.004,0.000,0.019,0.150,0.008,0.000,0.024,0.007,0.000,0.000,0.041,0.007,0.000,0.000,0.035,0.007,0.001,0.000,0.014,0.010,0.001,0.000,0.016,0.009,0.001,0.000,0.011,0.011,0.001,0.000,0.001,0.127,0.048,0.043,0.022,0.130,0.234,0.024,0.009,0.164,0.236,0.012,0.005,0.139,0.267,0.014
7.641,8.320,6.190,0.000,0.000,0.229,0.185,0.035,0.051,0.047,0.026,0.027,0.023,0.227,0.417,0.428,0.430,0.014,0.211,0.004,0.000,0.021,0.156,0.008,0.000,0.027,0.007,0.001,0.000,0.043,0.008,0.000,0.000,0.038,0.008,0.001,0.000,0.015,0.011,0.001,0.000,0.017,0.009,0.001,0.000,0.011,0.011,0.001,0.000,0.001,0.132,0.050,0.043,0.022,0.135,0.236,0.025,0.009,0.169,0.237,0.013,0.005,0.140,0.270,0.015
7.662,8.420,6.260,0.000,0.000,0.234,0.193,0.038,0.053,0.051,0.027,0.029,0.024,0.229,0.417,0.432,0.430,0.015,0.214,0.004,0.000,0.023,0.161,0.009,0.000,0.030,0.008,0.001,0.000,0.044,0.008,0.000,0.000,0.042,0.008,0.001,0.000,0.015,0.011,0.001,0.000,0.018,0.010,0.001,0.000,0.011,0.012,0.001,0.000,0.001,0.134,0.052,0.042,0.021,0.137,0.233,0.026,0.009,0.173,0.238,0.013,0.006,0.138,0.271,0.015
7.683,8.390,6.240,0.000,0.000,0.235,0.198,0.041,0.054,0.053,0.027,0.029,0.024,0.226,0.409,0.431,0.422,0.015,0.215,0.004,0.000,0.024,0.165,0.009,0.000,0.032,0.008,0.001,0.000,0.045,0.008,0.001,0.000,0.044,0.009,0.001,0.000,0.015,0.011,0.001,0.000,0.019,0.010,0.001,0.000,0.011,0.012,0.001,0.000,0.001,0.131,0.052,0.041,0.020,0.136,0.227,0.026,0.009,0.173,0.236,0.013,0.006,0.132,0.269,0.016
7.704,8.220,6.110,0.000,0.000,0.232,0.201,0.043,0.053,0.055,0.027,0.030,0.023,0.218,0.394,0.424,0.409,0.015,0.212,0.004,0.000,0.026,0.166,0.009,0.000,0.034,0.008,0.001,0.000,0.044,0.008,0.001,0.000,0.045,0.009,0.001,0.000,0.015,0.011,0.001,0.000,0.019,0.010,0.001,0.000,0.011,0.011,0.001,0.000,0.001,0.125,0.052,0.039,0.019,0.132,0.218,0.025,0.009,0.170,0.232,0.013,0.006,0.123,0.264,0.016
7.725,7.930,5.900,0.000,0.000,0.226,0.199,0.044,0.051,0.055,0.026,0.030,0.022,0.206,0.374,0.410,0.390,0.015,0.206,0.004,0.000,0.026,0.163,0.009,0.000,0.035,0.008,0.001,0.000,0.043,0.008,0.001,0.000,0.045,0.009,0.001,0.000,0.015,0.011,0.001,0.000,0.019,0.010,0.001,0.000,0.011,0.011,0.001,0.000,0.001,0.116,0.051,0.037,0.017,0.126,0.208,0.023,0.008,0.164,0.226,0.013,0.006,0.111,0.257,0.015
7.745,7.540,5.610,0.000,0.000,0.215,0.192,0.044,0.048,0.053,0.024,0.029,0.021,0.190,0.351,0.391,0.368,0.015,0.196,0.004,0.000,0.026,0.158,0.008,0.000,0.036,0.008,0.001,0.000,0.040,0.008,0.000,0.000,0.044,0.009,0.001,0.000,0.014,0.010,0.001,0.000,0.019,0.010,0.001,0.000,0.010,0.010,0.001,0.000,0.001,0.104,0.050,0.035,0.016,0.118,0.196,0.021,0.008,0.154,0.217,0.012,0.006,0.099,0.249,0.015
7.766,7.070,5.270,0.000,0.000,0.201,0.181,0.043,0.043,0.050,0.022,0.029,0.020,0.173,0.326,0.368,0.345,0.014,0.183,0.004,0.000,0.025,0.148,0.008,0.000,0.035,0.008,0.001,0.000,0.036,0.007,0.000,0.000,0.042,0.008,0.001,0.000,0.013,0.009,0.001,0.000,0.018,0.010,0.001,0.000,0.010,0.009,0.001,0.000,0.001,0.090,0.049,0.032,0.014,0.108,0.185,0.019,0.008,0.142,0.207,0.011,0.006,0.086,0.239,0.014
7.787,6.570,4.900,0.000,0.000,0.185,0.167,0.040,0.038,0.046,0.021,0.028,0.018,0.157,0.301,0.343,0.321,0.013,0.168,0.004,0.000,0.024,0.135,0.007,0.000,0.033,0.007,0.000,0.000,0.031,0.007,0.000,0.000,0.038,0.007,0.000,0.000,0.012,0.008,0.001,0.000,0.018,0.009,0.001,0.000,0.009,0.009,0.001,0.000,0.001,0.077,0.049,0.029,0.012,0.098,0.175,0.017,0.007,0.129,0.197,0.010,0.006,0.073,0.229,0.013
7.808,6.060,4.530,0.000,0.000,0.167,0.149,0.037,0.033,0.041,0.019,0.027,0.017,0.142,0.277,0.317,0.298,0.012,0.151,0.004,0.000,0.022,0.120,0.006,0.000,0.030,0.007,0.000,0.000,0.027,0.006,0.000,0.000,0.034,0.007,0.000,0.000,0.011,0.007,0.000,0.000,0.018,0.009,0.000,0.000,0.009,0.008,0.000,0.000,0.001,0.066,0.049,0.026,0.011,0.087,0.165,0.015,0.007,0.114,0.187,0.009,0.005,0.062,0.219,0.012
7.829,5.570,4.180,0.000,0.000,0.148,0.130,0.033,0.028,0.036,0.017,0.026,0.016,0.129,0.255,0.293,0.278,0.011,0.133,0.003,0.000,0.019,0.105,0.006,0.000,0.026,0.006,0.000,0.000,0.022,0.005,0.000,0.000,0.029,0.006,0.000,0.000,0.010,0.007,0.000,0.000,0.017,0.008,0.000,0.000,0.008,0.007,0.000,0.000,0.001,0.056,0.049,0.024,0.009,0.076,0.157,0.013,0.006,0.099,0.179,0.008,0.005,0.052,0.210,0.011
7.850,5.130,3.860,0.000,0.000,0.130,0.110,0.029,0.023,0.030,0.015,0.025,0.015,0.120,0.235,0.271,0.260,0.010,0.117,0.003,0.000,0.017,0.089,0.005,0.000,0.023,0.005,0.000,0.000,0.018,0.004,0.000,0.000,0.025,0.005,0.000,0.000,0.009,0.006,0.000,0.000,0.017,0.008,0.000,0.000,0.008,0.006,0.000,0.000,0.001,0.049,0.049,0.022,0.008,0.066,0.150,0.011,0.006,0.086,0.172,0.008,0.005,0.044,0.202,0.011
7.871,4.750,3.590,0.000,0.000,0.114,0.093,0.024,0.018,0.025,0.014,0.024,0.014,0.114,0.218,0.254,0.247,0.010,0.101,0.003,0.000,0.014,0.075,0.004,0.000,0.020,0.005,0.000,0.000,0.014,0.004,0.000,0.000,0.021,0.004,0.000,0.000,0.008,0.005,0.000,0.000,0.016,0.007,0.000,0.000,0.008,0.006,0.000,0.000,0.001,0.044,0.048,0.021,0.007,0.058,0.144,0.010,0.005,0.074,0.168,0.007,0.004,0.038,0.195,0.010
7.892,4.450,3.370,0.000,0.000,0.101,0.078,0.021,0.015,0.021,0.013,0.022,0.014,0.111,0.204,0.241,0.236,0.009,0.088,0.003,0.000,0.011,0.062,0.004,0.000,0.017,0.004,0.000,0.000,0.012,0.003,0.000,0.000,0.018,0.004,0.000,0.000,0.007,0.005,0.000,0.000,0.016,0.006,0.000,0.000,0.008,0.005,0.000,0.000,0.001,0.043,0.048,0.020,0.006,0.050,0.138,0.010,0.005,0.065,0.165,0.007,0.004,0.034,0.189,0.010
7.913,4.220,3.200,0.000,0.000,0.089,0.066,0.018,0.013,0.018,0.012,0.021,0.013,0.110,0.192,0.232,0.229,0.009,0.078,0.003,0.000,0.010,0.053,0.003,0.000,0.014,0.003,0.000,0.000,0.010,0.003,0.000,0.000,0.015,0.003,0.000,0.000,0.007,0.004,0.000,0.000,0.015,0.006,0.000,0.000,0.008,0.005,0.000,0.000,0.001,0.044,0.047,0.019,0.005,0.044,0.133,0.009,0.004,0.057,0.163,0.007,0.004,0.032,0.183,0.010
7.934,4.060,3.090,0.000,0.000,0.081,0.057,0.016,0.011,0.016,0.011,0.020,0.014,0.111,0.182,0.227,0.225,0.009,0.069,0.003,0.000,0.008,0.046,0.003,0.000,0.013,0.003,0.000,0.000,0.009,0.002,0.000,0.000,0.013,0.003,0.000,0.000,0.007,0.004,0.000,0.000,0.015,0.005,0.000,0.000,0.009,0.005,0.000,0.000,0.001,0.046,0.045,0.019,0.005,0.041,0.128,0.009,0.004,0.053,0.162,0.008,0.004,0.032,0.179,0.011
7.955,3.970,3.020,0.000,0.000,0.075,0.052,0.014,0.011,0.015,0.011,0.019,0.014,0.112,0.175,0.225,0.225,0.009,0.063,0.003,0.000,0.007,0.042,0.003,0.000,0.011,0.003,0.000,0.000,0.009,0.002,0.000,0.000,0.012,0.003,0.000,0.000,0.007,0.004,0.000,0.000,0.014,0.005,0.000,0.000,0.010,0.004,0.000,0.000,0.001,0.049,0.043,0.020,0.005,0.038,0.123,0.009,0.004,0.051,0.161,0.008,0.005,0.034,0.175,0.011
7.976,3.950,3.010,0.000,0.000,0.070,0.049,0.014,0.012,0.015,0.011,0.019,0.015,0.113,0.170,0.225,0.228,0.009,0.058,0.003,0.000,0.006,0.039,0.003,0.000,0.011,0.003,0.000,0.000,0.010,0.002,0.000,0.000,0.012,0.002,0.000,0.000,0.007,0.004,0.000,0.000,0.014,0.004,0.000,0.000,0.011,0.004,0.000,0.000,0.001,0.051,0.041,0.020,0.005,0.037,0.119,0.010,0.004,0.051,0.161,0.009,0.006,0.038,0.172,0.012
7.997,3.990,3.040,0.000,0.000,0.067,0.048,0.014,0.014,0.015,0.011,0.019,0.016,0.113,0.168,0.227,0.234,0.009,0.055,0.003,0.000,0.006,0.038,0.003,0.000,0.011,0.003,0.000,0.000,0.012,0.002,0.000,0.000,0.013,0.002,0.000,0.000,0.007,0.004,0.000,0.000,0.015,0.004,0.000,0.000,0.012,0.004,0.000,0.000,0.001,0.053,0.039,0.021,0.005,0.037,0.116,0.010,0.004,0.054,0.159,0.010,0.006,0.043,0.171,0.013
8.018,4.090,3.120,0.000,0.000,0.066,0.048,0.015,0.016,0.016,0.012,0.020,0.017,0.113,0.168,0.231,0.243,0.010,0.053,0.003,0.000,0.006,0.038,0.003,0.000,0.012,0.003,0.000,0.000,0.014,0.002,0.000,0.000,0.013,0.002,0.000,0.000,0.008,0.004,0.000,0.000,0.016,0.004,0.000,0.000,0.013,0.004,0.000,0.000,0.001,0.054,0.037,0.021,0.005,0.038,0.114,0.011,0.004,0.058,0.158,0.011,0.008,0.050,0.172,0.013
8.038,4.230,3.230,0.000,0.000,0.065,0.050,0.016,0.019,0.017,0.013,0.021,0.019,0.113,0.170,0.236,0.255,0.010,0.052,0.003,0.000,0.007,0.040,0.004,0.000,0.013,0.003,0.000,0.000,0.017,0.002,0.000,0.000,0.014,0.002,0.000,0.000,0.009,0.004,0.000,0.000,0.017,0.004,0.000,0.000,0.014,0.004,0.000,0.000,0.001,0.054,0.036,0.021,0.005,0.040,0.114,0.011,0.005,0.063,0.156,0.013,0.009,0.058,0.175,0.014
8.059,4.410,3.380,0.000,0.000,0.065,0.053,0.018,0.021,0.018,0.014,0.022,0.020,0.111,0.175,0.242,0.269,0.011,0.051,0.003,0.000,0.007,0.041,0.004,0.000,0.015,0.003,0.000,0.000,0.019,0.002,0.000,0.000,0.015,0.002,0.000,0.000,0.010,0.004,0.000,0.000,0.018,0.004,0.000,0.000,0.016,0.005,0.000,0.000,0.001,0.053,0.035,0.022,0.006,0.042,0.116,0.012,0.005,0.069,0.154,0.014,0.011,0.065,0.180,0.014
8.080,4.610,3.540,0.000,0.000,0.066,0.056,0.020,0.024,0.019,0.015,0.023,0.022,0.110,0.183,0.249,0.284,0.012,0.051,0.003,0.000,0.008,0.043,0.004,0.000,0.017,0.003,0.000,0.000,0.022,0.002,0.000,0.000,0.016,0.002,0.000,0.000,0.011,0.004,0.000,0.000,0.019,0.004,0.000,0.000,0.018,0.005,0.000,0.000,0.001,0.051,0.036,0.022,0.006,0.044,0.120,0.013,0.006,0.075,0.153,0.015,0.012,0.071,0.186,0.014
8.101,4.810,3.700,0.000,0.000,0.068,0.060,0.023,0.026,0.020,0.015,0.024,0.025,0.109,0.194,0.255,0.297,0.013,0.051,0.004,0.000,0.009,0.046,0.005,0.000,0.019,0.003,0.000,0.000,0.024,0.002,0.000,0.000,0.017,0.003,0.000,0.000,0.011,0.004,0.000,0.000,0.020,0.004,0.000,0.000,0.019,0.005,0.000,0.000,0.001,0.049,0.036,0.022,0.007,0.046,0.128,0.013,0.007,0.080,0.152,0.016,0.014,0.075,0.193,0.014
8.122,5.010,3.850,0.000,0.000,0.070,0.064,0.025,0.028,0.020,0.015,0.024,0.027,0.107,0.207,0.261,0.308,0.014,0.052,0.004,0.000,0.010,0.049,0.005,0.000,0.021,0.004,0.000,0.000,0.025,0.003,0.000,0.000,0.018,0.003,0.000,0.000,0.011,0.004,0.000,0.000,0.020,0.004,0.000,0.000,0.021,0.005,0.000,0.000,0.001,0.046,0.038,0.023,0.008,0.048,0.138,0.014,0.008,0.085,0.151,0.017,0.016,0.077,0.201,0.014
8.143,5.190,3.990,0.000,0.000,0.073,0.068,0.028,0.029,0.021,0.015,0.024,0.029,0.106,0.222,0.266,0.316,0.015,0.053,0.004,0.000,0.011,0.051,0.005,0.000,0.024,0.004,0.000,0.000,0.026,0.003,0.000,0.000,0.018,0.003,0.000,0.000,0.011,0.004,0.000,0.000,0.020,0.004,0.000,0.000,0.023,0.006,0.000,0.000,0.001,0.042,0.039,0.023,0.008,0.049,0.151,0.015,0.008,0.089,0.151,0.018,0.017,0.077,0.208,0.014
8.164,5.340,4.110,0.000,0.000,0.075,0.072,0.030,0.030,0.021,0.015,0.024,0.031,0.104,0.239,0.271,0.320,0.017,0.055,0.004,0.000,0.012,0.054,0.006,0.000,0.026,0.004,0.000,0.000,0.027,0.003,0.000,0.000,0.018,0.003,0.000,0.000,0.011,0.004,0.000,0.000,0.020,0.004,0.000,0.000,0.024,0.006,0.000,0.000,0.001,0.038,0.041,0.024,0.009,0.049,0.166,0.015,0.009,0.092,0.151,0.019,0.018,0.075,0.214,0.013
8.185,5.450,4.190,0.000,0.000,0.078,0.075,0.032,0.030,0.021,0.015,0.024,0.032,0.103,0.256,0.274,0.319,0.018,0.056,0.004,0.000,0.013,0.056,0.006,0.000,0.027,0.004,0.000,0.000,0.026,0.003,0.000,0.000,0.018,0.003,0.000,0.000,0.011,0.004,0.000,0.000,0.019,0.004,0.000,0.000,0.025,0.006,0.000,0.000,0.001,0.035,0.043,0.024,0.010,0.050,0.182,0.015,0.010,0.094,0.151,0.019,0.018,0.071,0.217,0.013
8.206,5.530,4.250,0.000,0.000,0.080,0.078,0.033,0.029,0.021,0.015,0.023,0.033,0.102,0.273,0.275,0.315,0.018,0.058,0.004,0.000,0.014,0.059,0.006,0.000,0.029,0.004,0.000,0.000,0.026,0.003,0.000,0.000,0.018,0.003,0.000,0.000,0.011,0.004,0.000,0.000,0.019,0.004,0.000,0.000,0.026,0.007,0.000,0.000,0.001,0.031,0.046,0.024,0.010,0.049,0.199,0.016,0.010,0.095,0.150,0.019,0.018,0.067,0.219,0.013
8.227,5.560,4.270,0.000,0.000,0.082,0.080,0.034,0.029,0.021,0.015,0.022,0.033,0.101,0.289,0.275,0.308,0.019,0.059,0.004,0.000,0.014,0.060,0.006,0.000,0.030,0.004,0.000,0.000,0.025,0.003,0.000,0.000,0.018,0.003,0.000,0.000,0.011,0.004,0.000,0.000,0.018,0.004,0.000,0.000,0.026,0.007,0.000,0.000,0.001,0.028,0.048,0.024,0.010,0.048,0.215,0.016,0.010,0.096,0.149,0.020,0.017,0.061,0.218,0.012
8.248,5.570,4.270,0.000,0.000,0.084,0.082,0.035,0.028,0.022,0.016,0.021,0.033,0.100,0.303,0.273,0.299,0.019,0.060,0.004,0.000,0.014,0.062,0.006,0.000,0.030,0.004,0.000,0.000,0.024,0.004,0.000,0.000,0.019,0.003,0.000,0.000,0.012,0.004,0.000,0.000,0.017,0.004,0.000,0.000,0.026,0.007,0.000,0.000,0.001,0.025,0.050,0.024,0.011,0.046,0.230,0.016,0.010,0.096,0.146,0.020,0.015,0.055,0.216,0.012
8.269,5.550,4.260,0.000,0.000,0.086,0.083,0.035,0.027,0.023,0.017,0.021,0.033,0.099,0.313,0.269,0.289,0.020,0.062,0.004,0.000,0.013,0.063,0.006,0.000,0.031,0.004,0.000,0.000,0.023,0.004,0.000,0.000,0.020,0.003,0.000,0.000,0.013,0.004,0.000,0.000,0.017,0.004,0.000,0.000,0.025,0.007,0.000,0.000,0.001,0.022,0.052,0.023,0.011,0.045,0.242,0.016,0.010,0.095,0.144,0.020,0.013,0.050,0.214,0.012
8.290,5.520,4.230,0.000,0.000,0.087,0.084,0.036,0.025,0.024,0.018,0.020,0.032,0.097,0.321,0.265,0.279,0.020,0.063,0.004,0.000,0.013,0.065,0.006,0.000,0.032,0.004,0.000,0.000,0.021,0.004,0.000,0.000,0.021,0.003,0.000,0.000,0.014,0.004,0.000,0.000,0.016,0.004,0.000,0.000,0.025,0.007,0.000,0.000,0.001,0.021,0.053,0.022,0.010,0.043,0.251,0.016,0.009,0.094,0.142,0.021,0.012,0.045,0.210,0.011
8.311,5.480,4.190,0.000,0.000,0.089,0.085,0.037,0.024,0.026,0.020,0.019,0.033,0.096,0.324,0.261,0.270,0.020,0.065,0.004,0.000,0.013,0.067,0.006,0.000,0.033,0.004,0.000,0.000,0.020,0.004,0.000,0.000,0.022,0.003,0.000,0.000,0.015,0.004,0.000,0.000,0.015,0.004,0.000,0.000,0.025,0.007,0.000,0.000,0.001,0.020,0.053,0.021,0.010,0.042,0.256,0.016,0.009,0.092,0.140,0.021,0.011,0.041,0.207,0.012
8.332,5.440,4.160,0.000,0.000,0.091,0.087,0.038,0.023,0.028,0.022,0.019,0.033,0.094,0.325,0.258,0.262,0.019,0.067,0.004,0.000,0.012,0.069,0.006,0.000,0.034,0.004,0.000,0.000,0.019,0.004,0.000,0.000,0.024,0.003,0.000,0.000,0.017,0.004,0.000,0.000,0.015,0.004,0.000,0.000,0.026,0.007,0.000,0.000,0.001,0.019,0.053,0.020,0.010,0.041,0.257,0.016,0.008,0.089,0.141,0.021,0.009,0.037,0.203,0.012
8.352,5.420,4.140,0.000,0.000,0.093,0.089,0.040,0.022,0.030,0.024,0.018,0.034,0.092,0.323,0.256,0.255,0.019,0.070,0.004,0.000,0.011,0.071,0.006,0.000,0.036,0.004,0.000,0.000,0.018,0.004,0.000,0.000,0.026,0.003,0.000,0.000,0.019,0.005,0.000,0.000,0.014,0.004,0.000,0.000,0.026,0.007,0.000,0.000,0.001,0.020,0.051,0.020,0.010,0.041,0.256,0.017,0.007,0.086,0.143,0.020,0.008,0.035,0.199,0.012
8.373,5.420,4.140,0.000,0.000,0.096,0.091,0.042,0.021,0.033,0.026,0.018,0.036,0.091,0.321,0.256,0.249,0.018,0.073,0.004,0.000,0.011,0.074,0.007,0.000,0.037,0.004,0.000,0.000,0.017,0.004,0.000,0.000,0.029,0.004,0.000,0.000,0.021,0.005,0.000,0.000,0.014,0.004,0.000,0.000,0.028,0.008,0.000,0.000,0.001,0.021,0.049,0.019,0.010,0.042,0.252,0.017,0.007,0.083,0.147,0.020,0.008,0.034,0.194,0.013
