k,e
1.601138188,-21.338659558
1.614979931,-21.336121315
1.628826934,-21.337222425
1.642673938,-21.336566564
1.656515681,-21.335783559
1.670362685,-21.334235498
1.684204428,-21.334910189
1.698051432,-21.335381221
1.711893174,-21.335379487
1.725740178,-21.336179260
0.000000000,-21.338154607
0.013805215,-21.337430609
0.027610431,-21.336142016
0.041415646,-21.337418603
0.055229974,-21.339002322
0.069035189,-21.338602540
0.082840405,-21.339298001
0.096645620,-21.339251478
0.110450836,-21.339922254
0.124256051,-21.340440864
0.138070379,-21.338890023
0.151875594,-21.338922375
0.165680809,-21.336897199
0.179486025,-21.336915323
0.193291240,-21.336901346
0.207096456,-21.336374151
0.220901671,-21.337126441
0.234715999,-21.336006723
0.248521214,-21.335988132
0.262326430,-21.335938385
0.276131645,-21.334385321
0.289936860,-21.334330914
0.303742076,-21.334418024
0.317547291,-21.334318031
0.331361619,-21.334190352
0.345166834,-21.334821186
0.358972050,-21.335598244
0.372777265,-21.336306154
0.386582481,-21.338387246
0.400387696,-21.337854977
0.414202024,-21.337360958
0.428007239,-21.334471246
0.441812455,-21.332254763
0.455617670,-21.332268577
0.469396930,-21.332254820
0.483176191,-21.335103257
0.496955451,-21.336292722
0.510727271,-21.337154605
0.524506532,-21.336074480
0.538285792,-21.334743892
0.552065052,-21.333269433
0.565844313,-21.334925029
0.579623573,-21.335511091
0.593402834,-21.335406294
0.607174654,-21.335234307
0.620953914,-21.335312113
0.634733175,-21.332914225
0.648512435,-21.334288415
0.662291695,-21.334760054
0.676070956,-21.335181342
0.689842776,-21.335201999
0.703622036,-21.332700125
0.717401297,-21.333921889
0.731180557,-21.333973447
0.744959818,-21.333896496
0.758739078,-21.333911623
0.772518338,-21.333959600
0.786290158,-21.336394912
0.800069419,-21.335738777
0.813848679,-21.335785925
0.827627940,-21.336179260
0.841474943,-21.335388366
0.855316686,-21.335331716
0.869163690,-21.335233776
0.883005433,-21.334861491
0.896852437,-21.334998283
0.910694179,-21.334911290
0.924541183,-21.334835421
0.938388187,-21.336727356
0.952229930,-21.336703796
0.966076934,-21.337697083
0.979918677,-21.337665631
0.993765680,-21.337228512
1.007612684,-21.336803865
1.021454427,-21.337553664
1.035301431,-21.336476677
1.049143174,-21.335587856
1.062990177,-21.336854508
1.076831920,-21.335983359
1.090678924,-21.335953086
1.104458184,-21.336576765
1.118237445,-21.336853420
1.132016705,-21.335658675
1.145788525,-21.335291717
1.159567786,-21.336131102
1.173347046,-21.335508170
1.187126307,-21.336418140
1.200905567,-21.336907854
1.214684827,-21.337611445
1.228464088,-21.336621874
1.242235908,-21.337331535
1.256015168,-21.337053406
1.269794429,-21.338481817
1.283573689,-21.338875751
1.297352949,-21.339572719
1.311132210,-21.339158228
1.324904030,-21.340028207
1.338683290,-21.339709715
1.352462551,-21.339744922
1.366241811,-21.339746764
1.380021072,-21.338885684
1.393800332,-21.338306998
1.407579592,-21.338404074
1.421351413,-21.337290702
1.435130673,-21.336021994
1.448909933,-21.337013022
1.462689194,-21.338154607
1.476536198,-21.337751840
1.490377940,-21.337722821
1.504224944,-21.336734457
1.518066687,-21.337487544
1.531913691,-21.338089841
1.545755434,-21.338953994
1.559602437,-21.338914872
1.573449441,-21.339442290
1.587291184,-21.338701370
1.601138188,-21.338659082
1.614979931,-21.336120220
1.628826934,-21.337221724
1.642673938,-21.336565836
1.656515681,-21.335782699
1.670362685,-21.334234711
1.684204428,-21.334909921
1.698051432,-21.335380843
1.711893174,-21.335379390
1.725740178,-21.336179260
0.000000000,-18.377145661
0.013805215,-18.377165369
0.027610431,-18.377180964
0.041415646,-18.377202964
0.055229974,-18.377197442
0.069035189,-18.377160959
0.082840405,-18.377104990
0.096645620,-18.377031465
0.110450836,-18.376963964
0.124256051,-18.376892626
0.138070379,-18.376804738
0.151875594,-18.376704494
0.165680809,-18.376569270
0.179486025,-18.376421812
0.193291240,-18.376216733
0.207096456,-18.375950480
0.220901671,-18.375762474
0.234715999,-18.375596084
0.248521214,-18.375422556
0.262326430,-18.375259256
0.276131645,-18.375050590
0.289936860,-18.374775134
0.303742076,-18.374414671
0.317547291,-18.374175487
0.331361619,-18.373948924
0.345166834,-18.373746777
0.358972050,-18.373542844
0.372777265,-18.373354944
0.386582481,-18.373221990
0.400387696,-18.373119500
0.414202024,-18.373026134
0.428007239,-18.372989195
0.441812455,-18.372967928
0.455617670,-18.372970507
0.469396930,-18.372960891
0.483176191,-18.372951000
0.496955451,-18.372943965
0.510727271,-18.372953687
0.524506532,-18.372999654
0.538285792,-18.373083734
0.552065052,-18.373189638
0.565844313,-18.373319758
0.579623573,-18.373455849
0.593402834,-18.373598858
0.607174654,-18.373735628
0.620953914,-18.373892006
0.634733175,-18.374054992
0.648512435,-18.374263329
0.662291695,-18.374471275
0.676070956,-18.374668644
0.689842776,-18.374841628
0.703622036,-18.374996406
0.717401297,-18.375166710
0.731180557,-18.375301050
0.744959818,-18.375405393
0.758739078,-18.375503215
0.772518338,-18.375593038
0.786290158,-18.375703408
0.800069419,-18.375656251
0.813848679,-18.375540861
0.827627940,-18.375477548
0.841474943,-18.375536052
0.855316686,-18.375714221
0.869163690,-18.375879836
0.883005433,-18.375956457
0.896852437,-18.376006146
0.910694179,-18.376022710
0.924541183,-18.376035034
0.938388187,-18.375991726
0.952229930,-18.375881510
0.966076934,-18.375765405
0.979918677,-18.375656058
0.993765680,-18.375558733
1.007612684,-18.375490257
1.021454427,-18.375461579
1.035301431,-18.375515756
1.049143174,-18.375611139
1.062990177,-18.375697133
1.076831920,-18.375730011
1.090678924,-18.375684007
1.104458184,-18.375764535
1.118237445,-18.375834076
1.132016705,-18.375872791
1.145788525,-18.375883356
1.159567786,-18.375899371
1.173347046,-18.375931378
1.187126307,-18.376022328
1.200905567,-18.376144460
1.214684827,-18.376217677
1.228464088,-18.376226905
1.242235908,-18.376266124
1.256015168,-18.376395034
1.269794429,-18.376548681
1.283573689,-18.376696620
1.297352949,-18.376803617
1.311132210,-18.376887797
1.324904030,-18.376966175
1.338683290,-18.377033082
1.352462551,-18.377093769
1.366241811,-18.377149475
1.380021072,-18.377175081
1.393800332,-18.377203814
1.407579592,-18.377221722
1.421351413,-18.377207748
1.435130673,-18.377178783
1.448909933,-18.377160632
1.462689194,-18.377145661
1.476536198,-18.377150972
1.490377940,-18.377149454
1.504224944,-18.377149112
1.518066687,-18.377122774
1.531913691,-18.377031703
1.545755434,-18.376883915
1.559602437,-18.376899990
1.573449441,-18.376881239
1.587291184,-18.376824723
1.601138188,-18.376749216
1.614979931,-18.376327862
1.628826934,-18.376238834
1.642673938,-18.376256621
1.656515681,-18.376287417
1.670362685,-18.376264655
1.684204428,-18.376164514
1.698051432,-18.375948716
1.711893174,-18.375598496
1.725740178,-18.375477548
0.000000000,-18.377145661
0.013805215,-18.377121516
0.027610431,-18.377121798
0.041415646,-18.377132126
0.055229974,-18.377120195
0.069035189,-18.377080830
0.082840405,-18.377025469
0.096645620,-18.376955875
0.110450836,-18.376893425
0.124256051,-18.376825715
0.138070379,-18.376739944
0.151875594,-18.376640176
0.165680809,-18.376503673
0.179486025,-18.376352208
0.193291240,-18.376140874
0.207096456,-18.375904659
0.220901671,-18.375744124
0.234715999,-18.375581298
0.248521214,-18.375406613
0.262326430,-18.375232971
0.276131645,-18.375017228
0.289936860,-18.374748715
0.303742076,-18.374404115
0.317547291,-18.374159096
0.331361619,-18.373931669
0.345166834,-18.373731189
0.358972050,-18.373532175
0.372777265,-18.373350808
0.386582481,-18.373211685
0.400387696,-18.373109090
0.414202024,-18.372970859
0.428007239,-18.372953933
0.441812455,-18.372961721
0.455617670,-18.372970507
0.469396930,-18.372947917
0.483176191,-18.372930547
0.496955451,-18.372920272
0.510727271,-18.372933963
0.524506532,-18.372986276
0.538285792,-18.373068181
0.552065052,-18.373170493
0.565844313,-18.373299409
0.579623573,-18.373439859
0.593402834,-18.373586526
0.607174654,-18.373713243
0.620953914,-18.373862283
0.634733175,-18.374015382
0.648512435,-18.374210328
0.662291695,-18.374406035
0.676070956,-18.374603715
0.689842776,-18.374782573
0.703622036,-18.374939462
0.717401297,-18.375111322
0.731180557,-18.375247314
0.744959818,-18.375359604
0.758739078,-18.375471427
0.772518338,-18.375553844
0.786290158,-18.375586471
0.800069419,-18.375521053
0.813848679,-18.375478945
0.827627940,-18.375477548
0.841474943,-18.375498445
0.855316686,-18.375618439
0.869163690,-18.375800152
0.883005433,-18.375905622
0.896852437,-18.375970461
0.910694179,-18.375974196
0.924541183,-18.375934658
0.938388187,-18.375920122
0.952229930,-18.375789365
0.966076934,-18.375703807
0.979918677,-18.375616401
0.993765680,-18.375525847
1.007612684,-18.375450050
1.021454427,-18.375410397
1.035301431,-18.375464432
1.049143174,-18.375530480
1.062990177,-18.375568005
1.076831920,-18.375603010
1.090678924,-18.375684007
1.104458184,-18.375635726
1.118237445,-18.375614483
1.132016705,-18.375594073
1.145788525,-18.375571238
1.159567786,-18.375580532
1.173347046,-18.375640396
1.187126307,-18.375784668
1.200905567,-18.375970701
1.214684827,-18.376122894
1.228464088,-18.376151867
1.242235908,-18.376206598
1.256015168,-18.376368305
1.269794429,-18.376527699
1.283573689,-18.376680189
1.297352949,-18.376769306
1.311132210,-18.376835355
1.324904030,-18.376900129
1.338683290,-18.376957609
1.352462551,-18.377013318
1.366241811,-18.377068470
1.380021072,-18.377096500
1.393800332,-18.377129218
1.407579592,-18.377152675
1.421351413,-18.377146405
1.435130673,-18.377128655
1.448909933,-18.377127698
1.462689194,-18.377145661
1.476536198,-18.377112598
1.490377940,-18.377094012
1.504224944,-18.377082590
1.518066687,-18.377051167
1.531913691,-18.376966111
1.545755434,-18.376861496
1.559602437,-18.376885988
1.573449441,-18.376856349
1.587291184,-18.376790494
1.601138188,-18.376706268
1.614979931,-18.376305191
1.628826934,-18.376225904
1.642673938,-18.376233319
1.656515681,-18.376257390
1.670362685,-18.376240346
1.684204428,-18.376130777
1.698051432,-18.375836876
1.711893174,-18.375574661
1.725740178,-18.375477548
0.000000000,-18.365944315
0.013805215,-18.365956793
0.027610431,-18.366004901
0.041415646,-18.366072925
0.055229974,-18.366115477
0.069035189,-18.366132729
0.082840405,-18.366137508
0.096645620,-18.366119207
0.110450836,-18.366084177
0.124256051,-18.366027498
0.138070379,-18.365946712
0.151875594,-18.365853540
0.165680809,-18.365723268
0.179486025,-18.365584162
0.193291240,-18.365404554
0.207096456,-18.365217859
0.220901671,-18.365054678
0.234715999,-18.364879594
0.248521214,-18.364689940
0.262326430,-18.364488188
0.276131645,-18.364224783
0.289936860,-18.363872231
0.303742076,-18.363417521
0.317547291,-18.363178904
0.331361619,-18.362970038
0.345166834,-18.362795521
0.358972050,-18.362636008
0.372777265,-18.362505891
0.386582481,-18.362418697
0.400387696,-18.362363343
0.414202024,-18.362309090
0.428007239,-18.362207623
0.441812455,-18.362247180
0.455617670,-18.362294715
0.469396930,-18.362264032
0.483176191,-18.362271851
0.496955451,-18.362315828
0.510727271,-18.362380701
0.524506532,-18.362486820
0.538285792,-18.362648311
0.552065052,-18.362854177
0.565844313,-18.363088803
0.579623573,-18.363318007
0.593402834,-18.363506401
0.607174654,-18.363693739
0.620953914,-18.363877797
0.634733175,-18.364042314
0.648512435,-18.364218923
0.662291695,-18.364363626
0.676070956,-18.364530279
0.689842776,-18.364754895
0.703622036,-18.364945671
0.717401297,-18.365135666
0.731180557,-18.365284128
0.744959818,-18.365432226
0.758739078,-18.365597814
0.772518338,-18.365751673
0.786290158,-18.365895835
0.800069419,-18.366001339
0.813848679,-18.366045560
0.827627940,-18.366042788
0.841474943,-18.366026664
0.855316686,-18.366034821
0.869163690,-18.366030350
0.883005433,-18.365907178
0.896852437,-18.365714569
0.910694179,-18.365464302
0.924541183,-18.365134078
0.938388187,-18.364533546
0.952229930,-18.364364818
0.966076934,-18.364165806
0.979918677,-18.363912374
0.993765680,-18.363643164
1.007612684,-18.363398817
1.021454427,-18.363216731
1.035301431,-18.363068077
1.049143174,-18.362964742
1.062990177,-18.362927947
1.076831920,-18.362917397
1.090678924,-18.362921680
1.104458184,-18.362939005
1.118237445,-18.362965592
1.132016705,-18.363002129
1.145788525,-18.363062885
1.159567786,-18.363180186
1.173347046,-18.363328513
1.187126307,-18.363552194
1.200905567,-18.363837070
1.214684827,-18.364155217
1.228464088,-18.364395691
1.242235908,-18.364631546
1.256015168,-18.364878931
1.269794429,-18.365119204
1.283573689,-18.365405531
1.297352949,-18.365566866
1.311132210,-18.365706320
1.324904030,-18.365836002
1.338683290,-18.365936021
1.352462551,-18.366009319
1.366241811,-18.366060827
1.380021072,-18.366079380
1.393800332,-18.366087818
1.407579592,-18.366087354
1.421351413,-18.366047573
1.435130673,-18.365986844
1.448909933,-18.365948833
1.462689194,-18.365944315
1.476536198,-18.365947995
1.490377940,-18.365995056
1.504224944,-18.366069931
1.518066687,-18.366156103
1.531913691,-18.366223959
1.545755434,-18.366291932
1.559602437,-18.366337286
1.573449441,-18.366364940
1.587291184,-18.366372334
1.601138188,-18.366352297
1.614979931,-18.366362054
1.628826934,-18.366362200
1.642673938,-18.366332469
1.656515681,-18.366277639
1.670362685,-18.366173966
1.684204428,-18.366104514
1.698051432,-18.366169382
1.711893174,-18.366078401
1.725740178,-18.366042788
0.000000000,-18.365944315
0.013805215,-18.365947631
0.027610431,-18.365990997
0.041415646,-18.366056138
0.055229974,-18.366094622
0.069035189,-18.366106310
0.082840405,-18.366105752
0.096645620,-18.366085096
0.110450836,-18.366050387
0.124256051,-18.365994749
0.138070379,-18.365915580
0.151875594,-18.365824731
0.165680809,-18.365698574
0.179486025,-18.365567907
0.193291240,-18.365399159
0.207096456,-18.365208552
0.220901671,-18.365026896
0.234715999,-18.364845803
0.248521214,-18.364660126
0.262326430,-18.364463992
0.276131645,-18.364205287
0.289936860,-18.363845534
0.303742076,-18.363386425
0.317547291,-18.363161611
0.331361619,-18.362959535
0.345166834,-18.362789223
0.358972050,-18.362632617
0.372777265,-18.362502731
0.386582481,-18.362415351
0.400387696,-18.362351707
0.414202024,-18.362262890
0.428007239,-18.362179522
0.441812455,-18.362235024
0.455617670,-18.362294715
0.469396930,-18.362251955
0.483176191,-18.362256035
0.496955451,-18.362299792
0.510727271,-18.362368304
0.524506532,-18.362480400
0.538285792,-18.362643209
0.552065052,-18.362847964
0.565844313,-18.363078363
0.579623573,-18.363291243
0.593402834,-18.363468904
0.607174654,-18.363646142
0.620953914,-18.363822334
0.634733175,-18.363979864
0.648512435,-18.364156039
0.662291695,-18.364316554
0.676070956,-18.364495839
0.689842776,-18.364732864
0.703622036,-18.364932315
0.717401297,-18.365115803
0.731180557,-18.365264323
0.744959818,-18.365413274
0.758739078,-18.365572861
0.772518338,-18.365718728
0.786290158,-18.365856177
0.800069419,-18.365949314
0.813848679,-18.366008540
0.827627940,-18.366042788
0.841474943,-18.366013306
0.855316686,-18.366005244
0.869163690,-18.365995716
0.883005433,-18.365876917
0.896852437,-18.365688907
0.910694179,-18.365437085
0.924541183,-18.365078832
0.938388187,-18.364378248
0.952229930,-18.364315358
0.966076934,-18.364122432
0.979918677,-18.363882865
0.993765680,-18.363625113
1.007612684,-18.363382877
1.021454427,-18.363199166
1.035301431,-18.363056259
1.049143174,-18.362952353
1.062990177,-18.362906877
1.076831920,-18.362896128
1.090678924,-18.362921680
1.104458184,-18.362917544
1.118237445,-18.362939748
1.132016705,-18.362968474
1.145788525,-18.363021575
1.159567786,-18.363132460
1.173347046,-18.363277645
1.187126307,-18.363504139
1.200905567,-18.363782510
1.214684827,-18.364077653
1.228464088,-18.364353321
1.242235908,-18.364625368
1.256015168,-18.364872906
1.269794429,-18.365103816
1.283573689,-18.365364539
1.297352949,-18.365550914
1.311132210,-18.365690188
1.324904030,-18.365818670
1.338683290,-18.365917992
1.352462551,-18.365991214
1.366241811,-18.366043696
1.380021072,-18.366063723
1.393800332,-18.366074067
1.407579592,-18.366075220
1.421351413,-18.366036147
1.435130673,-18.365976206
1.448909933,-18.365940881
1.462689194,-18.365944315
1.476536198,-18.365939461
1.490377940,-18.365983018
1.504224944,-18.366057011
1.518066687,-18.366142689
1.531913691,-18.366207334
1.545755434,-18.366254204
1.559602437,-18.366299177
1.573449441,-18.366334777
1.587291184,-18.366343964
1.601138188,-18.366322786
1.614979931,-18.366347944
1.628826934,-18.366356121
1.642673938,-18.366328358
1.656515681,-18.366269822
1.670362685,-18.366153601
1.684204428,-18.366059563
1.698051432,-18.366127850
1.711893174,-18.366063312
1.725740178,-18.366042788
0.000000000,-15.870164785
0.013805215,-15.870109781
0.027610431,-15.869963751
0.041415646,-15.869877599
0.055229974,-15.869638136
0.069035189,-15.869266366
0.082840405,-15.868849974
0.096645620,-15.868330861
0.110450836,-15.867717744
0.124256051,-15.867111978
0.138070379,-15.866350024
0.151875594,-15.865593834
0.165680809,-15.864664529
0.179486025,-15.863800885
0.193291240,-15.862884624
0.207096456,-15.861960866
0.220901671,-15.861065456
0.234715999,-15.860147941
0.248521214,-15.859202922
0.262326430,-15.858272280
0.276131645,-15.857225702
0.289936860,-15.856305872
0.303742076,-15.855427445
0.317547291,-15.854582829
0.331361619,-15.853785837
0.345166834,-15.853130785
0.358972050,-15.852483351
0.372777265,-15.851922689
0.386582481,-15.851489998
0.400387696,-15.851097301
0.414202024,-15.850671320
0.428007239,-15.850335985
0.441812455,-15.850114463
0.455617670,-15.850073100
0.469396930,-15.850095870
0.483176191,-15.850293725
0.496955451,-15.850543351
0.510727271,-15.850802232
0.524506532,-15.851059151
0.538285792,-15.851380031
0.552065052,-15.851728310
0.565844313,-15.852304735
0.579623573,-15.852926077
0.593402834,-15.853577178
0.607174654,-15.854256750
0.620953914,-15.855005063
0.634733175,-15.855658941
0.648512435,-15.856549367
0.662291695,-15.857406805
0.676070956,-15.858260088
0.689842776,-15.859038575
0.703622036,-15.859648259
0.717401297,-15.860474665
0.731180557,-15.861176434
0.744959818,-15.861778886
0.758739078,-15.862357641
0.772518338,-15.862831159
0.786290158,-15.863340101
0.800069419,-15.863575359
0.813848679,-15.863703392
0.827627940,-15.863769086
0.841474943,-15.863701315
0.855316686,-15.863685373
0.869163690,-15.863629988
0.883005433,-15.863538994
0.896852437,-15.863391511
0.910694179,-15.863275840
0.924541183,-15.863187809
0.938388187,-15.863177392
0.952229930,-15.863037548
0.966076934,-15.862887060
0.979918677,-15.862752690
0.993765680,-15.862612460
1.007612684,-15.862505225
1.021454427,-15.862440489
1.035301431,-15.862470293
1.049143174,-15.862372493
1.062990177,-15.862393017
1.076831920,-15.862289887
1.090678924,-15.862260251
1.104458184,-15.862343725
1.118237445,-15.862494238
1.132016705,-15.862587538
1.145788525,-15.862677715
1.159567786,-15.862933087
1.173347046,-15.863159957
1.187126307,-15.863519178
1.200905567,-15.863914563
1.214684827,-15.864300708
1.228464088,-15.864584367
1.242235908,-15.864969066
1.256015168,-15.865387713
1.269794429,-15.865895454
1.283573689,-15.866349444
1.297352949,-15.866806980
1.311132210,-15.867228488
1.324904030,-15.867702107
1.338683290,-15.868173842
1.352462551,-15.868582414
1.366241811,-15.868962030
1.380021072,-15.869218720
1.393800332,-15.869540708
1.407579592,-15.869849352
1.421351413,-15.869963396
1.435130673,-15.870006064
1.448909933,-15.870122797
1.462689194,-15.870164785
1.476536198,-15.870080223
1.490377940,-15.869894464
1.504224944,-15.869746646
1.518066687,-15.869431146
1.531913691,-15.868873822
1.545755434,-15.868384342
1.559602437,-15.867831959
1.573449441,-15.867260121
1.587291184,-15.866613992
1.601138188,-15.866091786
1.614979931,-15.865398997
1.628826934,-15.865040916
1.642673938,-15.864685671
1.656515681,-15.864440997
1.670362685,-15.864154171
1.684204428,-15.864045456
1.698051432,-15.863902063
1.711893174,-15.863762032
1.725740178,-15.863769086
0.000000000,-15.870164785
0.013805215,-15.870102263
0.027610431,-15.869959499
0.041415646,-15.869873526
0.055229974,-15.869633671
0.069035189,-15.869260612
0.082840405,-15.868841979
0.096645620,-15.868319654
0.110450836,-15.867702969
0.124256051,-15.867094837
0.138070379,-15.866330879
0.151875594,-15.865573434
0.165680809,-15.864643874
0.179486025,-15.863780472
0.193291240,-15.862862606
0.207096456,-15.861930899
0.220901671,-15.861034542
0.234715999,-15.860117332
0.248521214,-15.859173872
0.262326430,-15.858242780
0.276131645,-15.857195338
0.289936860,-15.856273644
0.303742076,-15.855387159
0.317547291,-15.854543035
0.331361619,-15.853749197
0.345166834,-15.853098446
0.358972050,-15.852455279
0.372777265,-15.851898921
0.386582481,-15.851469955
0.400387696,-15.851080229
0.414202024,-15.850639400
0.428007239,-15.850315673
0.441812455,-15.850108465
0.455617670,-15.850073100
0.469396930,-15.850088077
0.483176191,-15.850279024
0.496955451,-15.850525746
0.510727271,-15.850784082
0.524506532,-15.851041000
0.538285792,-15.851357932
0.552065052,-15.851702444
0.565844313,-15.852275325
0.579623573,-15.852894293
0.593402834,-15.853546409
0.607174654,-15.854225913
0.620953914,-15.854974391
0.634733175,-15.855629549
0.648512435,-15.856519170
0.662291695,-15.857374588
0.676070956,-15.858231310
0.689842776,-15.859003476
0.703622036,-15.859605584
0.717401297,-15.860428313
0.731180557,-15.861130916
0.744959818,-15.861737325
0.758739078,-15.862320744
0.772518338,-15.862795665
0.786290158,-15.863287384
0.800069419,-15.863519606
0.813848679,-15.863677507
0.827627940,-15.863769086
0.841474943,-15.863696751
0.855316686,-15.863665459
0.869163690,-15.863617291
0.883005433,-15.863533143
0.896852437,-15.863384719
0.910694179,-15.863266980
0.924541183,-15.863178683
0.938388187,-15.863154254
0.952229930,-15.863017663
0.966076934,-15.862870203
0.979918677,-15.862738544
0.993765680,-15.862599665
1.007612684,-15.862491326
1.021454427,-15.862424836
1.035301431,-15.862455933
1.049143174,-15.862345934
1.062990177,-15.862348909
1.076831920,-15.862244858
1.090678924,-15.862260251
1.104458184,-15.862299230
1.118237445,-15.862417666
1.132016705,-15.862488769
1.145788525,-15.862566621
1.159567786,-15.862819783
1.173347046,-15.863056666
1.187126307,-15.863434517
1.200905567,-15.863851863
1.214684827,-15.864264793
1.228464088,-15.864549698
1.242235908,-15.864949962
1.256015168,-15.865380203
1.269794429,-15.865887063
1.283573689,-15.866335554
1.297352949,-15.866799371
1.311132210,-15.867224455
1.324904030,-15.867698382
1.338683290,-15.868169160
1.352462551,-15.868576591
1.366241811,-15.868955388
1.380021072,-15.869211370
1.393800332,-15.869532929
1.407579592,-15.869841443
1.421351413,-15.869955378
1.435130673,-15.869998401
1.448909933,-15.870116344
1.462689194,-15.870164785
1.476536198,-15.870071554
1.490377940,-15.869884987
1.504224944,-15.869737529
1.518066687,-15.869423115
1.531913691,-15.868866344
1.545755434,-15.868366721
1.559602437,-15.867815587
1.573449441,-15.867252880
1.587291184,-15.866612704
1.601138188,-15.866083643
1.614979931,-15.865393717
1.628826934,-15.865034418
1.642673938,-15.864672988
1.656515681,-15.864424125
1.670362685,-15.864137158
1.684204428,-15.864038425
1.698051432,-15.863881253
1.711893174,-15.863758784
1.725740178,-15.863769086
0.000000000,-15.856256096
0.013805215,-15.856204622
0.027610431,-15.856075995
0.041415646,-15.856013827
0.055229974,-15.855807633
0.069035189,-15.855469016
0.082840405,-15.855090283
0.096645620,-15.854608527
0.110450836,-15.854028344
0.124256051,-15.853449155
0.138070379,-15.852716954
0.151875594,-15.851995122
0.165680809,-15.851102955
0.179486025,-15.850282435
0.193291240,-15.849421054
0.207096456,-15.848570776
0.220901671,-15.847718606
0.234715999,-15.846828702
0.248521214,-15.845914878
0.262326430,-15.845001892
0.276131645,-15.843966435
0.289936860,-15.843048262
0.303742076,-15.842176039
0.317547291,-15.841369169
0.331361619,-15.840607534
0.345166834,-15.839987062
0.358972050,-15.839378874
0.372777265,-15.838859773
0.386582481,-15.838464490
0.400387696,-15.838101392
0.414202024,-15.837693172
0.428007239,-15.837301318
0.441812455,-15.837128239
0.455617670,-15.837125760
0.469396930,-15.837150930
0.483176191,-15.837452933
0.496955451,-15.837827213
0.510727271,-15.838246170
0.524506532,-15.838650260
0.538285792,-15.839112995
0.552065052,-15.839625071
0.565844313,-15.840372385
0.579623573,-15.841145410
0.593402834,-15.841885613
0.607174654,-15.842615651
0.620953914,-15.843365729
0.634733175,-15.843970460
0.648512435,-15.844754711
0.662291695,-15.845457812
0.676070956,-15.846160609
0.689842776,-15.846796871
0.703622036,-15.847224622
0.717401297,-15.847832085
0.731180557,-15.848306360
0.744959818,-15.848692747
0.758739078,-15.849106173
0.772518338,-15.849415789
0.786290158,-15.849791814
0.800069419,-15.849943743
0.813848679,-15.850038238
0.827627940,-15.850118635
0.841474943,-15.849970416
0.855316686,-15.849809141
0.869163690,-15.849511115
0.883005433,-15.848998857
0.896852437,-15.848398652
0.910694179,-15.847692754
0.924541183,-15.846904477
