k,e
0.45562,-1.72865
0.48219,-1.73634
0.50876,-1.75645
0.53534,-1.78936
0.56191,-1.83495
0.58849,-1.89293
0.61505,-1.96294
0.64162,-2.03059
0.66820,-2.10017
0.69477,-2.15566
0.72134,-2.19900
0.74791,-2.23717
0.77449,-2.26569
0.80106,-2.28098
0.82763,-2.28473
0.85393,-2.29279
0.88024,-2.31867
0.90654,-2.33650
0.93285,-2.19423
0.95915,-2.06018
0.98546,-1.94504
1.01176,-1.85453
1.03807,-1.78580
1.06437,-1.74145
1.09068,-1.72585
1.11726,-1.74140
1.14382,-1.78114
1.17040,-1.80615
1.19697,-1.83314
1.22355,-1.93954
1.25012,-2.00728
1.27668,-2.20332
1.30326,-2.15056
1.32983,-2.24070
1.35641,-2.30111
1.38298,-2.26792
1.40955,-2.23922
1.43612,-2.22614
1.46269,-2.22133
1.48899,-2.22376
1.51530,-2.23064
1.54161,-2.24000
1.56791,-2.25012
1.59422,-2.25982
1.62052,-2.26863
1.64683,-2.18089
1.67313,-2.28073
1.69944,-2.28385
1.72574,-2.28473
0.00000,-2.22023
0.02680,-2.22246
0.05360,-2.22666
0.08040,-2.22481
0.10720,-2.20936
0.13401,-2.17937
0.16081,-2.13843
0.18761,-2.09078
0.21440,-2.03989
0.24120,-1.72083
0.26800,-1.22058
0.29481,-0.72289
0.32161,-0.45835
0.34841,0.11649
0.37521,0.45141
0.40201,0.69775
0.42881,0.83771
0.45562,0.87487
0.48219,0.83765
0.50876,0.69370
0.53534,0.44771
0.56191,0.14649
0.58849,-0.15804
0.61505,-0.42285
0.64162,-0.62582
0.66820,-0.76492
0.69477,-0.85551
0.72134,-0.91604
0.74791,-0.95715
0.77449,-0.98230
0.80106,-0.99250
0.82763,-0.99388
0.85393,-0.98867
0.88024,-0.97337
0.90654,-0.94441
0.93285,-0.89060
0.95915,-0.78946
0.98546,-0.61994
1.01176,-0.39226
1.03807,-0.15784
1.06437,0.00705
1.09068,0.06021
1.11726,0.00937
1.14382,-0.15405
1.17040,-0.46549
1.19697,-0.89040
1.22355,-1.30246
1.25012,-1.71096
1.27668,-2.07009
1.30326,-2.12586
1.32983,-2.17031
1.35641,-2.20138
1.38298,-2.21925
1.40955,-2.22722
1.43612,-2.22237
1.46269,-2.22023
1.48899,-2.22003
1.51530,-2.21753
1.54161,-2.20606
1.56791,-2.17333
1.59422,-2.09502
1.62052,-1.93134
1.64683,-1.74370
1.67313,-1.30565
1.69944,-1.06666
1.72574,-0.99388
0.00000,8.83683
0.02680,8.86413
0.05360,8.94247
0.08040,9.06782
0.10720,9.23166
0.13401,9.42127
0.16081,9.61666
0.18761,9.77943
0.21440,9.79279
0.24120,9.31091
0.26800,8.79617
0.29481,8.31135
0.32161,7.87360
0.34841,7.49867
0.37521,7.20078
0.40201,6.98757
0.42881,6.86028
0.45562,6.82235
0.48219,6.84421
0.50876,6.88068
0.53534,6.93731
0.56191,7.01586
0.58849,7.11435
0.61505,7.22781
0.64162,7.34858
0.66820,7.46770
0.69477,7.57801
0.72134,7.67495
0.74791,7.75508
0.77449,7.81567
0.80106,7.85389
0.82763,7.86704
0.85393,7.85453
0.88024,7.81922
0.90654,7.76508
0.93285,7.69596
0.95915,7.61637
0.98546,7.53427
1.01176,7.46056
1.03807,7.40374
1.06437,7.36768
1.09068,7.35282
1.11726,7.40694
1.14382,7.57221
1.17040,7.85106
1.19697,8.23668
1.22355,8.71526
1.25012,9.26584
1.27668,9.76644
1.30326,9.60835
1.32983,9.40865
1.35641,9.22036
1.38298,9.06042
1.40955,8.93910
1.43612,8.86345
1.46269,8.83683
1.48899,8.86180
1.51530,8.93749
1.54161,9.05940
1.56791,9.22562
1.59422,9.43218
1.62052,9.38713
1.64683,8.74295
1.67313,8.26053
1.69944,7.96455
1.72574,7.86704
0.00000,10.30151
0.02680,10.32111
0.05360,10.39115
0.08040,10.51228
0.10720,10.81379
0.13401,10.83941
0.16081,10.64973
0.18761,10.28930
0.21440,9.82597
0.24120,9.31242
0.26800,8.79830
0.29481,8.31186
0.32161,7.87566
0.34841,7.50294
0.37521,7.20455
0.40201,6.99425
0.42881,6.87785
0.45562,6.83928
0.48219,6.88553
0.50876,7.04735
0.53534,7.33100
0.56191,7.72541
0.58849,8.21213
0.61505,8.76747
0.64162,9.35670
0.66820,9.97888
0.69477,10.40539
0.72134,10.51047
0.74791,10.56073
0.77449,10.58856
0.80106,10.54962
0.82763,10.52109
0.85393,10.55391
0.88024,10.60078
0.90654,10.59221
0.93285,10.47561
0.95915,9.70262
0.98546,8.96087
1.01176,8.31172
1.03807,7.81053
1.06437,7.49612
1.09068,7.39459
1.11726,7.45878
1.14382,7.65246
1.17040,7.96170
1.19697,8.36063
1.22355,8.83010
1.25012,9.36484
1.27668,9.85270
1.30326,10.42107
1.32983,10.87185
1.35641,10.68892
1.38298,10.59306
1.40955,10.40661
1.43612,10.32283
1.46269,10.30151
1.48899,10.31979
1.51530,10.38957
1.54161,10.65614
1.56791,10.69782
1.59422,10.11892
1.62052,9.66632
1.64683,9.94017
1.67313,10.22516
1.69944,10.48541
1.72574,10.52109
0.00000,10.51221
0.02680,10.53198
0.05360,10.59698
0.08040,10.69284
0.10720,11.04061
0.13401,10.94019
0.16081,10.75821
0.18761,10.32440
0.21440,9.83049
0.24120,9.40230
0.26800,8.94026
0.29481,8.49671
0.32161,8.07801
0.34841,7.69061
0.37521,7.34648
0.40201,7.07224
0.42881,6.90758
0.45562,6.85973
0.48219,6.91346
0.50876,7.11685
0.53534,7.45011
0.56191,7.86739
0.58849,8.34420
0.61505,8.86775
0.64162,9.41529
0.66820,9.99975
0.69477,10.41721
0.72134,10.73100
0.74791,10.89558
0.77449,10.64806
0.80106,10.60334
0.82763,10.60786
0.85393,10.60619
0.88024,10.69776
0.90654,10.91438
0.93285,10.52604
0.95915,10.59534
0.98546,10.59575
1.01176,10.59120
1.03807,10.58559
1.06437,10.58021
1.09068,10.57755
1.11726,10.56415
1.14382,10.52247
1.17040,10.45081
1.19697,10.34923
1.22355,10.21520
1.25012,10.03909
1.27668,9.99429
1.30326,10.47501
1.32983,10.88736
1.35641,10.94675
1.38298,10.67818
1.40955,10.58489
1.43612,10.52852
1.46269,10.51221
1.48899,10.53770
1.51530,10.61549
1.54161,10.75309
1.56791,10.84515
1.59422,10.87044
1.62052,10.91657
1.64683,10.89409
1.67313,10.77505
1.69944,10.61262
1.72574,10.60786
0.00000,10.87038
0.02680,10.92071
0.05360,11.08509
0.08040,11.20813
0.10720,11.10455
0.13401,11.07698
0.16081,10.78419
0.18761,10.40544
0.21440,10.12236
0.24120,10.15111
0.26800,10.16159
0.29481,10.10671
0.32161,10.01626
0.34841,9.91447
0.37521,9.82003
0.40201,9.74454
0.42881,9.69935
0.45562,9.68455
0.48219,9.69587
0.50876,9.73521
0.53534,9.80290
0.56191,9.89356
0.58849,10.00368
0.61505,10.12566
0.64162,10.24507
0.66820,10.23732
0.69477,10.45345
0.72134,10.91647
0.74791,11.11871
0.77449,11.41704
0.80106,11.57919
0.82763,11.67106
0.85393,11.55497
0.88024,11.43061
0.90654,11.02603
0.93285,11.07463
0.95915,11.25078
0.98546,11.27171
1.01176,11.25827
1.03807,11.25035
1.06437,11.24695
1.09068,11.24606
1.11726,11.24918
1.14382,11.25823
1.17040,11.27067
1.19697,11.28227
1.22355,11.28350
1.25012,11.19656
1.27668,11.10429
1.30326,11.05027
1.32983,10.96744
1.35641,11.01968
1.38298,11.03537
1.40955,11.03006
1.43612,10.92783
1.46269,10.87038
1.48899,10.89783
1.51530,11.26866
1.54161,11.20074
1.56791,10.86173
1.59422,11.02038
1.62052,11.26451
1.64683,11.45097
1.67313,11.58026
1.69944,11.65062
1.72574,11.67106
0.00000,11.20862
0.02680,11.27619
0.05360,11.32307
0.08040,11.44836
0.10720,11.21024
0.13401,11.18522
0.16081,11.19621
0.18761,11.28028
0.21440,11.31070
0.24120,11.40276
0.26800,11.54862
0.29481,11.73032
0.32161,11.85235
0.34841,11.92904
0.37521,12.06929
0.40201,12.17179
0.42881,11.89167
0.45562,11.80654
0.48219,11.87572
0.50876,12.07574
0.53534,12.21316
0.56191,12.13000
0.58849,11.98973
0.61505,11.82953
0.64162,11.66694
0.66820,11.52978
0.69477,11.30994
0.72134,11.11471
0.74791,11.26544
0.77449,11.62054
0.80106,11.77724
0.82763,11.74970
0.85393,11.71849
0.88024,11.51206
0.90654,11.28119
0.93285,11.26445
0.95915,11.28774
0.98546,11.55986
1.01176,11.84463
1.03807,11.93670
1.06437,11.94800
1.09068,11.93928
1.11726,11.93358
1.14382,11.88794
1.17040,11.77413
1.19697,11.56119
1.22355,11.33417
1.25012,11.24332
1.27668,11.18997
1.30326,11.09908
1.32983,10.97654
1.35641,11.18669
1.38298,11.41994
1.40955,11.40728
1.43612,11.29316
1.46269,11.20862
1.48899,11.23252
1.51530,11.31124
1.54161,11.23686
1.56791,11.28134
1.59422,11.32771
1.62052,11.38883
1.64683,11.49398
1.67313,11.60891
1.69944,11.72956
1.72574,11.74970
0.00000,11.23025
0.02680,11.30610
0.05360,11.52938
0.08040,11.54731
0.10720,11.34259
0.13401,11.21210
0.16081,11.29401
0.18761,11.36819
0.21440,11.56993
0.24120,11.72799
0.26800,11.74267
0.29481,11.78443
0.32161,11.94000
0.34841,12.15340
0.37521,12.30114
0.40201,12.49057
0.42881,12.85930
0.45562,12.79180
0.48219,12.82007
0.50876,12.68820
0.53534,12.31528
0.56191,12.15021
0.58849,11.99537
0.61505,11.83293
0.64162,11.68416
0.66820,11.58310
0.69477,11.64375
0.72134,11.77611
0.74791,11.87506
0.77449,11.85322
0.80106,11.81525
0.82763,11.85067
0.85393,11.89681
0.88024,11.84380
0.90654,11.92896
0.93285,11.88091
0.95915,11.87892
0.98546,11.86640
1.01176,11.97551
1.03807,11.98611
1.06437,12.09056
1.09068,12.09572
1.11726,12.09425
1.14382,12.02358
1.17040,11.98741
1.19697,12.00044
1.22355,11.82061
1.25012,11.74823
1.27668,11.55066
1.30326,11.17089
1.32983,11.05393
1.35641,11.42785
1.38298,11.50416
1.40955,11.42025
1.43612,11.30052
1.46269,11.23025
1.48899,11.29194
1.51530,11.49208
1.54161,11.33494
1.56791,11.29491
1.59422,11.48559
1.62052,11.59481
1.64683,11.74445
1.67313,11.83915
1.69944,11.83273
1.72574,11.85067
0.00000,12.68515
0.02680,12.58221
0.05360,12.18516
0.08040,11.83961
0.10720,11.81987
0.13401,11.55702
0.16081,11.42280
0.18761,11.58474
0.21440,11.70903
0.24120,11.91725
0.26800,12.31952
0.29481,12.50194
0.32161,12.40776
0.34841,12.58639
0.37521,12.81488
0.40201,12.98869
0.42881,12.98874
0.45562,13.06152
0.48219,13.04316
0.50876,12.87956
0.53534,12.91657
0.56191,12.85747
0.58849,12.75286
0.61505,12.66372
0.64162,12.62034
0.66820,12.58535
0.69477,12.36358
0.72134,12.10199
0.74791,11.92716
0.77449,11.89482
0.80106,11.93621
0.82763,11.94019
0.85393,11.90812
0.88024,11.91696
0.90654,11.99888
0.93285,12.21381
0.95915,12.26941
0.98546,12.20707
1.01176,12.03977
1.03807,12.11182
1.06437,12.10397
1.09068,12.13446
1.11726,12.10248
1.14382,12.08400
1.17040,12.05212
1.19697,12.00494
1.22355,11.95133
1.25012,11.80511
1.27668,11.60630
1.30326,11.59735
1.32983,11.60217
1.35641,11.56771
1.38298,11.91802
1.40955,12.31463
1.43612,12.58474
1.46269,12.68515
1.48899,12.50924
1.51530,11.61699
1.54161,11.36335
1.56791,11.43256
1.59422,11.88263
1.62052,12.07312
1.64683,12.09623
1.67313,11.98805
1.69944,11.94521
1.72574,11.94019
0.00000,12.68558
0.02680,12.61202
0.05360,12.44762
0.08040,12.17249
0.10720,11.82020
0.13401,11.93029
0.16081,12.02414
0.18761,12.11382
0.21440,12.24597
0.24120,12.32899
0.26800,12.39196
0.29481,12.63792
0.32161,12.83125
0.34841,12.93990
0.37521,13.00597
0.40201,12.98869
0.42881,13.05247
0.45562,13.07845
0.48219,13.06524
0.50876,13.04605
0.53534,12.99700
0.56191,12.92979
0.58849,12.88952
0.61505,12.86038
0.64162,12.77120
0.66820,12.59950
0.69477,12.41277
0.72134,12.26195
0.74791,12.23274
0.77449,12.31924
0.80106,12.50479
0.82763,12.62876
0.85393,12.60192
0.88024,12.52546
0.90654,12.41586
0.93285,12.33474
0.95915,12.35725
0.98546,12.27751
1.01176,12.24816
1.03807,12.33462
1.06437,12.51108
1.09068,12.65433
1.11726,12.61596
1.14382,12.48175
1.17040,12.25884
1.19697,12.02033
1.22355,11.97491
1.25012,11.86091
1.27668,11.90007
1.30326,11.97021
1.32983,11.98750
1.35641,11.99241
1.38298,12.07536
1.40955,12.32509
1.43612,12.61673
1.46269,12.68558
1.48899,12.67541
1.51530,12.64389
1.54161,12.59302
1.56791,12.54790
1.59422,12.17752
1.62052,12.15516
1.64683,12.13641
1.67313,12.36085
1.69944,12.57388
1.72574,12.62876
0.00000,12.76196
0.02680,12.64256
0.05360,12.45229
0.08040,12.26232
0.10720,12.08521
0.13401,11.97965
0.16081,12.02577
0.18761,12.20014
0.21440,12.43053
0.24120,12.66488
0.26800,12.76459
0.29481,12.74040
0.32161,12.97782
0.34841,13.04782
0.37521,13.07733
0.40201,13.05257
0.42881,13.07445
0.45562,13.16393
0.48219,13.07062
0.50876,13.05904
0.53534,13.03850
0.56191,13.04164
0.58849,13.04256
0.61505,13.01509
0.64162,12.95862
0.66820,12.89002
0.69477,12.97420
0.72134,13.08286
0.74791,13.13611
0.77449,13.10650
0.80106,12.97705
0.82763,12.85633
0.85393,12.89440
0.88024,12.87640
0.90654,12.74145
0.93285,12.53855
0.95915,12.38773
0.98546,12.47457
1.01176,12.61438
1.03807,12.73564
1.06437,12.82110
1.09068,12.86019
1.11726,12.83647
1.14382,12.76853
1.17040,12.64746
1.19697,12.50204
1.22355,12.39253
1.25012,12.36432
1.27668,12.39287
1.30326,12.42288
1.32983,12.43384
1.35641,12.44110
1.38298,12.46811
1.40955,12.53167
1.43612,12.62866
1.46269,12.76196
1.48899,12.70638
1.51530,12.70198
1.54161,12.86613
1.56791,12.86339
1.59422,12.57858
1.62052,12.34520
1.64683,12.36229
1.67313,12.45963
1.69944,12.66435
1.72574,12.85633
0.00000,14.29119
0.02680,14.23507
0.05360,14.08955
0.08040,13.87688
0.10720,13.42128
0.13401,13.04166
0.16081,12.97673
0.18761,12.99012
0.21440,13.02731
0.24120,13.04853
0.26800,13.03678
0.29481,13.13394
0.32161,13.28790
0.34841,13.36587
0.37521,13.38001
0.40201,13.42881
0.42881,13.50676
0.45562,13.50325
0.48219,13.48306
0.50876,13.40200
0.53534,13.30177
0.56191,13.17590
0.58849,13.09217
0.61505,13.06817
0.64162,13.17503
0.66820,13.19169
0.69477,13.20905
0.72134,13.29843
0.74791,13.42643
0.77449,13.58779
0.80106,13.75612
0.82763,13.81921
0.85393,13.71679
0.88024,13.58346
0.90654,13.55674
0.93285,13.57297
0.95915,13.56632
0.98546,13.49678
1.01176,13.39466
1.03807,13.27960
1.06437,13.07592
1.09068,12.90393
1.11726,12.85716
1.14382,12.81489
1.17040,12.92451
1.19697,13.13830
1.22355,13.13809
1.25012,13.09504
1.27668,13.08784
1.30326,13.14607
1.32983,13.28759
1.35641,13.72876
1.38298,14.10900
1.40955,14.15631
1.43612,14.23933
1.46269,14.29119
1.48899,14.24581
1.51530,14.08720
1.54161,13.77453
1.56791,13.66931
1.59422,13.80414
1.62052,14.06041
1.64683,14.39035
1.67313,14.48932
1.69944,14.08678
1.72574,13.81921
