jband,k,e
0,0.000,-44.16
0,0.005,-44.16
0,0.009,-44.16
0,0.014,-44.16
0,0.019,-44.16
0,0.024,-44.16
0,0.028,-44.16
0,0.033,-44.16
0,0.038,-44.16
0,0.042,-44.16
0,0.047,-44.16
0,0.052,-44.16
0,0.057,-44.16
0,0.061,-44.16
0,0.066,-44.16
0,0.071,-44.16
0,0.075,-44.16
0,0.080,-44.16
0,0.085,-44.16
0,0.090,-44.16
0,0.094,-44.16
0,0.099,-44.16
0,0.104,-44.16
0,0.108,-44.16
0,0.113,-44.16
0,0.118,-44.16
0,0.123,-44.16
0,0.127,-44.16
0,0.132,-44.16
0,0.137,-44.16
0,0.141,-44.16
0,0.146,-44.16
0,0.151,-44.16
0,0.156,-44.16
0,0.160,-44.16
0,0.165,-44.16
0,0.170,-44.16
0,0.174,-44.16
0,0.179,-44.16
0,0.184,-44.16
0,0.189,-44.16
0,0.193,-44.16
0,0.198,-44.16
0,0.203,-44.16
0,0.207,-44.16
0,0.212,-44.16
0,0.217,-44.16
0,0.222,-44.16
0,0.226,-44.16
0,0.231,-44.16
0,0.236,-44.16
0,0.240,-44.16
0,0.245,-44.16
0,0.250,-44.16
0,0.255,-44.16
0,0.259,-44.16
0,0.264,-44.16
0,0.269,-44.16
0,0.273,-44.16
0,0.278,-44.16
0,0.283,-44.16
0,0.287,-44.16
0,0.292,-44.16
0,0.297,-44.16
0,0.302,-44.16
0,0.306,-44.16
0,0.311,-44.16
0,0.316,-44.16
0,0.320,-44.16
0,0.325,-44.16
0,0.330,-44.16
0,0.334,-44.16
0,0.339,-44.16
0,0.344,-44.16
0,0.348,-44.16
0,0.353,-44.16
0,0.358,-44.16
0,0.362,-44.16
0,0.367,-44.16
0,0.372,-44.16
0,0.376,-44.16
0,0.381,-44.16
0,0.386,-44.16
0,0.391,-44.16
0,0.395,-44.16
0,0.400,-44.16
0,0.405,-44.16
0,0.409,-44.16
0,0.414,-44.16
0,0.419,-44.16
0,0.423,-44.16
0,0.428,-44.16
0,0.433,-44.16
0,0.437,-44.16
0,0.442,-44.16
0,0.447,-44.16
0,0.451,-44.16
0,0.456,-44.16
0,0.461,-44.16
0,0.466,-44.16
0,0.470,-44.16
0,0.475,-44.16
0,0.480,-44.16
0,0.484,-44.16
0,0.489,-44.16
0,0.493,-44.16
0,0.498,-44.16
0,0.503,-44.16
0,0.507,-44.16
0,0.512,-44.16
0,0.517,-44.16
0,0.521,-44.16
0,0.526,-44.16
0,0.530,-44.16
0,0.535,-44.16
0,0.540,-44.16
0,0.544,-44.16
0,0.549,-44.16
0,0.553,-44.16
0,0.558,-44.16
0,0.563,-44.16
0,0.567,-44.16
0,0.572,-44.16
0,0.577,-44.16
0,0.581,-44.16
0,0.586,-44.16
0,0.590,-44.16
0,0.595,-44.16
0,0.600,-44.16
0,0.604,-44.16
0,0.609,-44.16
0,0.614,-44.16
0,0.618,-44.16
0,0.623,-44.16
0,0.627,-44.16
0,0.632,-44.16
0,0.637,-44.16
0,0.641,-44.16
0,0.646,-44.16
0,0.651,-44.16
0,0.655,-44.16
0,0.660,-44.16
0,0.665,-44.16
0,0.669,-44.16
0,0.674,-44.16
0,0.679,-44.16
0,0.684,-44.16
0,0.688,-44.16
0,0.693,-44.16
0,0.698,-44.16
0,0.702,-44.16
0,0.707,-44.16
0,0.712,-44.16
0,0.716,-44.16
0,0.721,-44.16
0,0.726,-44.16
0,0.730,-44.16
0,0.735,-44.16
0,0.740,-44.16
0,0.744,-44.16
0,0.749,-44.16
0,0.754,-44.16
0,0.759,-44.16
0,0.763,-44.16
0,0.768,-44.16
0,0.773,-44.16
0,0.777,-44.16
0,0.782,-44.16
0,0.787,-44.16
0,0.791,-44.16
0,0.796,-44.16
0,0.801,-44.16
0,0.805,-44.16
0,0.810,-44.16
0,0.815,-44.16
0,0.819,-44.16
0,0.824,-44.16
0,0.829,-44.16
0,0.834,-44.16
0,0.838,-44.16
0,0.843,-44.16
0,0.848,-44.16
0,0.852,-44.16
0,0.857,-44.16
0,0.861,-44.16
0,0.866,-44.16
0,0.871,-44.16
0,0.875,-44.16
0,0.880,-44.16
0,0.885,-44.16
0,0.889,-44.16
0,0.894,-44.16
0,0.898,-44.16
0,0.903,-44.16
0,0.908,-44.16
0,0.912,-44.16
0,0.917,-44.16
0,0.921,-44.16
0,0.926,-44.16
0,0.931,-44.16
0,0.935,-44.16
0,0.940,-44.16
0,0.945,-44.16
0,0.949,-44.16
0,0.954,-44.16
0,0.958,-44.16
0,0.963,-44.16
0,0.968,-44.16
0,0.972,-44.16
0,0.977,-44.16
0,0.982,-44.16
0,0.986,-44.16
0,0.991,-44.16
0,0.995,-44.16
1,0.000,-44.16
1,0.005,-44.16
1,0.009,-44.16
1,0.014,-44.16
1,0.019,-44.16
1,0.024,-44.16
1,0.028,-44.16
1,0.033,-44.16
1,0.038,-44.16
1,0.042,-44.16
1,0.047,-44.16
1,0.052,-44.16
1,0.057,-44.16
1,0.061,-44.16
1,0.066,-44.16
1,0.071,-44.16
1,0.075,-44.16
1,0.080,-44.16
1,0.085,-44.16
1,0.090,-44.16
1,0.094,-44.16
1,0.099,-44.16
1,0.104,-44.16
1,0.108,-44.16
1,0.113,-44.16
1,0.118,-44.16
1,0.123,-44.16
1,0.127,-44.16
1,0.132,-44.16
1,0.137,-44.16
1,0.141,-44.16
1,0.146,-44.16
1,0.151,-44.16
