jband,k,e
2,0.061,-45.27
2,0.066,-45.27
2,0.071,-45.27
2,0.075,-45.27
2,0.080,-45.27
2,0.085,-45.27
2,0.090,-45.27
2,0.094,-45.27
2,0.099,-45.27
2,0.104,-45.27
2,0.108,-45.27
2,0.113,-45.27
2,0.118,-45.27
2,0.123,-45.27
2,0.127,-45.27
2,0.132,-45.27
2,0.137,-45.27
2,0.141,-45.27
2,0.146,-45.27
2,0.151,-45.27
2,0.156,-45.27
2,0.160,-45.27
2,0.165,-45.27
2,0.170,-45.27
2,0.174,-45.27
2,0.179,-45.27
2,0.184,-45.27
2,0.189,-45.27
2,0.193,-45.27
2,0.198,-45.27
2,0.203,-45.27
2,0.207,-45.27
2,0.212,-45.27
2,0.217,-45.27
2,0.222,-45.27
2,0.226,-45.27
2,0.231,-45.27
2,0.236,-45.27
2,0.240,-45.27
2,0.245,-45.27
2,0.250,-45.27
2,0.255,-45.27
2,0.259,-45.27
2,0.264,-45.27
2,0.269,-45.27
2,0.273,-45.27
2,0.278,-45.27
2,0.283,-45.27
2,0.287,-45.27
2,0.292,-45.27
2,0.297,-45.27
2,0.302,-45.27
2,0.306,-45.27
2,0.311,-45.27
2,0.316,-45.27
2,0.320,-45.27
2,0.325,-45.27
2,0.330,-45.27
2,0.334,-45.27
2,0.339,-45.27
2,0.344,-45.27
2,0.348,-45.27
2,0.353,-45.27
2,0.358,-45.27
2,0.362,-45.27
2,0.367,-45.27
2,0.372,-45.27
2,0.376,-45.27
2,0.381,-45.27
2,0.386,-45.27
2,0.391,-45.27
2,0.395,-45.27
2,0.400,-45.27
2,0.405,-45.27
2,0.409,-45.27
2,0.414,-45.27
2,0.419,-45.27
2,0.423,-45.27
2,0.428,-45.27
2,0.433,-45.27
2,0.437,-45.27
2,0.442,-45.27
2,0.447,-45.27
2,0.451,-45.27
2,0.456,-45.27
2,0.461,-45.27
2,0.466,-45.27
2,0.470,-45.27
2,0.475,-45.27
2,0.480,-45.27
2,0.484,-45.27
2,0.489,-45.27
2,0.493,-45.27
2,0.498,-45.27
2,0.503,-45.27
2,0.507,-45.27
2,0.512,-45.27
2,0.517,-45.27
2,0.521,-45.27
2,0.526,-45.27
2,0.530,-45.27
2,0.535,-45.27
2,0.540,-45.27
2,0.544,-45.27
2,0.549,-45.27
2,0.553,-45.27
2,0.558,-45.27
2,0.563,-45.27
2,0.567,-45.27
2,0.572,-45.27
2,0.577,-45.27
2,0.581,-45.27
2,0.586,-45.27
2,0.590,-45.27
2,0.595,-45.27
2,0.600,-45.27
2,0.604,-45.27
2,0.609,-45.27
2,0.614,-45.27
2,0.618,-45.27
2,0.623,-45.27
2,0.627,-45.27
2,0.632,-45.27
2,0.637,-45.27
2,0.641,-45.27
2,0.646,-45.27
2,0.651,-45.27
2,0.655,-45.27
2,0.660,-45.27
2,0.665,-45.27
2,0.669,-45.27
2,0.674,-45.27
2,0.679,-45.27
2,0.684,-45.27
2,0.688,-45.27
2,0.693,-45.27
2,0.698,-45.27
2,0.702,-45.27
2,0.707,-45.27
2,0.712,-45.27
2,0.716,-45.27
2,0.721,-45.27
2,0.726,-45.27
2,0.730,-45.27
2,0.735,-45.27
2,0.740,-45.27
2,0.744,-45.27
2,0.749,-45.27
2,0.754,-45.27
2,0.759,-45.27
2,0.763,-45.27
2,0.768,-45.27
2,0.773,-45.27
2,0.777,-45.27
2,0.782,-45.27
2,0.787,-45.27
2,0.791,-45.27
2,0.796,-45.27
2,0.801,-45.27
2,0.805,-45.27
2,0.810,-45.27
2,0.815,-45.27
2,0.819,-45.27
2,0.824,-45.27
2,0.829,-45.27
2,0.834,-45.27
2,0.838,-45.27
2,0.843,-45.27
2,0.848,-45.27
2,0.852,-45.27
2,0.857,-45.27
2,0.861,-45.27
2,0.866,-45.27
2,0.871,-45.27
2,0.875,-45.27
2,0.880,-45.27
2,0.885,-45.27
2,0.889,-45.27
2,0.894,-45.27
2,0.898,-45.27
2,0.903,-45.27
2,0.908,-45.27
2,0.912,-45.27
2,0.917,-45.27
2,0.921,-45.27
2,0.926,-45.27
2,0.931,-45.27
2,0.935,-45.27
2,0.940,-45.27
2,0.945,-45.27
2,0.949,-45.27
2,0.954,-45.27
2,0.958,-45.27
2,0.963,-45.27
2,0.968,-45.27
2,0.972,-45.27
2,0.977,-45.27
2,0.982,-45.27
2,0.986,-45.27
2,0.991,-45.27
2,0.995,-45.27
3,0.000,-45.27
3,0.005,-45.27
3,0.009,-45.27
3,0.014,-45.27
3,0.019,-45.27
3,0.024,-45.27
3,0.028,-45.27
3,0.033,-45.27
3,0.038,-45.27
3,0.042,-45.27
3,0.047,-45.27
3,0.052,-45.27
3,0.057,-45.27
3,0.061,-45.27
3,0.066,-45.27
3,0.071,-45.27
3,0.075,-45.27
3,0.080,-45.27
3,0.085,-45.27
3,0.090,-45.27
3,0.094,-45.27
3,0.099,-45.27
3,0.104,-45.27
3,0.108,-45.27
3,0.113,-45.27
3,0.118,-45.27
3,0.123,-45.27
3,0.127,-45.27
3,0.132,-45.27
3,0.137,-45.27
3,0.141,-45.27
3,0.146,-45.27
3,0.151,-45.27
3,0.156,-45.27
3,0.160,-45.27
3,0.165,-45.27
3,0.170,-45.27
3,0.174,-45.27
3,0.179,-45.27
3,0.184,-45.27
3,0.189,-45.27
3,0.193,-45.27
3,0.198,-45.27
3,0.203,-45.27
3,0.207,-45.27
3,0.212,-45.27
3,0.217,-45.27
3,0.222,-45.27
3,0.226,-45.27
3,0.231,-45.27
3,0.236,-45.27
3,0.240,-45.27
3,0.245,-45.27
3,0.250,-45.27
3,0.255,-45.27
3,0.259,-45.27
3,0.264,-45.27
3,0.269,-45.27
3,0.273,-45.27
3,0.278,-45.27
3,0.283,-45.27
3,0.287,-45.27
3,0.292,-45.27
3,0.297,-45.27
3,0.302,-45.27
3,0.306,-45.27
3,0.311,-45.27
3,0.316,-45.27
3,0.320,-45.27
3,0.325,-45.27
3,0.330,-45.27
3,0.334,-45.27
3,0.339,-45.27
3,0.344,-45.27
3,0.348,-45.27
3,0.353,-45.27
3,0.358,-45.27
3,0.362,-45.27
3,0.367,-45.27
3,0.372,-45.27
3,0.376,-45.27
3,0.381,-45.27
3,0.386,-45.27
3,0.391,-45.27
3,0.395,-45.27
3,0.400,-45.27
3,0.405,-45.27
3,0.409,-45.27
3,0.414,-45.27
3,0.419,-45.27
3,0.423,-45.27
3,0.428,-45.27
3,0.433,-45.27
3,0.437,-45.27
3,0.442,-45.27
3,0.447,-45.27
3,0.451,-45.27
3,0.456,-45.27
3,0.461,-45.27
3,0.466,-45.27
3,0.470,-45.27
3,0.475,-45.27
3,0.480,-45.27
3,0.484,-45.27
3,0.489,-45.27
3,0.493,-45.27
3,0.498,-45.27
3,0.503,-45.27
3,0.507,-45.27
3,0.512,-45.27
3,0.517,-45.27
3,0.521,-45.27
3,0.526,-45.27
3,0.530,-45.27
3,0.535,-45.27
3,0.540,-45.27
3,0.544,-45.27
3,0.549,-45.27
3,0.553,-45.27
3,0.558,-45.27
3,0.563,-45.27
3,0.567,-45.27
3,0.572,-45.27
3,0.577,-45.27
3,0.581,-45.27
3,0.586,-45.27
3,0.590,-45.27
3,0.595,-45.27
3,0.600,-45.27
3,0.604,-45.27
3,0.609,-45.27
3,0.614,-45.27
3,0.618,-45.27
3,0.623,-45.27
3,0.627,-45.27
3,0.632,-45.27
3,0.637,-45.27
3,0.641,-45.27
3,0.646,-45.27
3,0.651,-45.27
3,0.655,-45.27
3,0.660,-45.27
3,0.665,-45.27
3,0.669,-45.27
3,0.674,-45.27
3,0.679,-45.27
3,0.684,-45.27
3,0.688,-45.27
3,0.693,-45.27
3,0.698,-45.27
3,0.702,-45.27
3,0.707,-45.27
3,0.712,-45.27
3,0.716,-45.27
3,0.721,-45.27
3,0.726,-45.27
3,0.730,-45.27
3,0.735,-45.27
3,0.740,-45.27
3,0.744,-45.27
3,0.749,-45.27
3,0.754,-45.27
3,0.759,-45.27
3,0.763,-45.27
3,0.768,-45.27
3,0.773,-45.27
3,0.777,-45.27
3,0.782,-45.27
3,0.787,-45.27
3,0.791,-45.27
3,0.796,-45.27
3,0.801,-45.27
3,0.805,-45.27
3,0.810,-45.27
3,0.815,-45.27
3,0.819,-45.27
3,0.824,-45.27
3,0.829,-45.27
3,0.834,-45.27
3,0.838,-45.27
3,0.843,-45.27
3,0.848,-45.27
3,0.852,-45.27
3,0.857,-45.27
3,0.861,-45.27
3,0.866,-45.27
3,0.871,-45.27
3,0.875,-45.27
3,0.880,-45.27
3,0.885,-45.27
3,0.889,-45.27
3,0.894,-45.27
3,0.898,-45.27
3,0.903,-45.27
3,0.908,-45.27
3,0.912,-45.27
3,0.917,-45.27
3,0.921,-45.27
3,0.926,-45.27
3,0.931,-45.27
3,0.935,-45.27
3,0.940,-45.27
3,0.945,-45.27
3,0.949,-45.27
3,0.954,-45.27
3,0.958,-45.27
3,0.963,-45.27
3,0.968,-45.27
3,0.972,-45.27
3,0.977,-45.27
3,0.982,-45.27
3,0.986,-45.27
3,0.991,-45.27
3,0.995,-45.27
4,0.000,-45.26
4,0.005,-45.26
4,0.009,-45.26
4,0.014,-45.26
4,0.019,-45.26
4,0.024,-45.26
4,0.028,-45.26
4,0.033,-45.26
4,0.038,-45.26
4,0.042,-45.26
4,0.047,-45.26
4,0.052,-45.26
4,0.057,-45.26
4,0.061,-45.26
4,0.066,-45.26
4,0.071,-45.26
4,0.075,-45.26
4,0.080,-45.26
4,0.085,-45.26
4,0.090,-45.26
4,0.094,-45.26
4,0.099,-45.26
4,0.104,-45.26
4,0.108,-45.26
4,0.113,-45.26
4,0.118,-45.26
4,0.123,-45.26
4,0.127,-45.26
4,0.132,-45.26
4,0.137,-45.26
4,0.141,-45.26
4,0.146,-45.26
4,0.151,-45.26
4,0.156,-45.26
4,0.160,-45.26
4,0.165,-45.26
4,0.170,-45.26
4,0.174,-45.26
4,0.179,-45.26
4,0.184,-45.26
4,0.189,-45.26
4,0.193,-45.26
4,0.198,-45.26
4,0.203,-45.26
4,0.207,-45.26
4,0.212,-45.26
4,0.217,-45.26
4,0.222,-45.26
4,0.226,-45.26
4,0.231,-45.26
4,0.236,-45.26
4,0.240,-45.26
4,0.245,-45.26
4,0.250,-45.26
4,0.255,-45.26
4,0.259,-45.26
4,0.264,-45.26
4,0.269,-45.26
4,0.273,-45.26
4,0.278,-45.26
4,0.283,-45.26
4,0.287,-45.26
4,0.292,-45.26
4,0.297,-45.26
4,0.302,-45.26
4,0.306,-45.26
4,0.311,-45.26
4,0.316,-45.26
4,0.320,-45.26
4,0.325,-45.26
4,0.330,-45.26
4,0.334,-45.26
4,0.339,-45.26
4,0.344,-45.26
4,0.348,-45.26
4,0.353,-45.26
4,0.358,-45.26
4,0.362,-45.26
4,0.367,-45.26
4,0.372,-45.26
4,0.376,-45.26
4,0.381,-45.26
4,0.386,-45.26
4,0.391,-45.26
4,0.395,-45.26
4,0.400,-45.26
4,0.405,-45.26
4,0.409,-45.26
4,0.414,-45.26
4,0.419,-45.26
4,0.423,-45.26
4,0.428,-45.26
4,0.433,-45.26
4,0.437,-45.26
4,0.442,-45.26
4,0.447,-45.26
4,0.451,-45.26
4,0.456,-45.26
4,0.461,-45.26
4,0.466,-45.26
4,0.470,-45.26
4,0.475,-45.26
4,0.480,-45.26
4,0.484,-45.26
4,0.489,-45.26
4,0.493,-45.26
4,0.498,-45.26
4,0.503,-45.26
4,0.507,-45.26
4,0.512,-45.26
4,0.517,-45.26
4,0.521,-45.26
4,0.526,-45.26
4,0.530,-45.26
4,0.535,-45.26
4,0.540,-45.26
4,0.544,-45.26
4,0.549,-45.26
4,0.553,-45.26
4,0.558,-45.26
4,0.563,-45.26
4,0.567,-45.26
4,0.572,-45.26
4,0.577,-45.26
4,0.581,-45.26
4,0.586,-45.26
4,0.590,-45.26
4,0.595,-45.26
4,0.600,-45.26
4,0.604,-45.26
4,0.609,-45.26
4,0.614,-45.26
4,0.618,-45.26
4,0.623,-45.26
4,0.627,-45.26
4,0.632,-45.26
4,0.637,-45.26
4,0.641,-45.26
4,0.646,-45.26
4,0.651,-45.26
4,0.655,-45.26
4,0.660,-45.26
4,0.665,-45.26
4,0.669,-45.26
4,0.674,-45.26
4,0.679,-45.26
4,0.684,-45.26
4,0.688,-45.26
4,0.693,-45.26
4,0.698,-45.26
4,0.702,-45.26
4,0.707,-45.26
4,0.712,-45.26
4,0.716,-45.26
4,0.721,-45.26
4,0.726,-45.26
4,0.730,-45.26
4,0.735,-45.26
4,0.740,-45.26
4,0.744,-45.26
4,0.749,-45.26
4,0.754,-45.26
4,0.759,-45.26
4,0.763,-45.26
4,0.768,-45.26
4,0.773,-45.26
4,0.777,-45.26
4,0.782,-45.26
4,0.787,-45.26
4,0.791,-45.26
4,0.796,-45.26
4,0.801,-45.26
4,0.805,-45.26
4,0.810,-45.26
4,0.815,-45.26
4,0.819,-45.26
4,0.824,-45.26
4,0.829,-45.26
4,0.834,-45.26
4,0.838,-45.26
4,0.843,-45.26
4,0.848,-45.26
4,0.852,-45.26
4,0.857,-45.26
4,0.861,-45.26
4,0.866,-45.26
4,0.871,-45.26
4,0.875,-45.26
4,0.880,-45.26
4,0.885,-45.26
4,0.889,-45.26
4,0.894,-45.26
4,0.898,-45.26
4,0.903,-45.26
4,0.908,-45.26
4,0.912,-45.26
4,0.917,-45.26
4,0.921,-45.26
4,0.926,-45.26
4,0.931,-45.26
4,0.935,-45.26
4,0.940,-45.26
4,0.945,-45.26
4,0.949,-45.26
4,0.954,-45.26
4,0.958,-45.26
4,0.963,-45.26
4,0.968,-45.26
4,0.972,-45.26
4,0.977,-45.26
4,0.982,-45.26
4,0.986,-45.26
4,0.991,-45.26
4,0.995,-45.26
5,0.000,-45.26
5,0.005,-45.26
5,0.009,-45.26
5,0.014,-45.26
5,0.019,-45.26
5,0.024,-45.26
5,0.028,-45.26
5,0.033,-45.26
5,0.038,-45.26
5,0.042,-45.26
5,0.047,-45.26
5,0.052,-45.26
5,0.057,-45.26
5,0.061,-45.26
5,0.066,-45.26
5,0.071,-45.26
5,0.075,-45.26
5,0.080,-45.26
5,0.085,-45.26
5,0.090,-45.26
5,0.094,-45.26
5,0.099,-45.26
5,0.104,-45.26
5,0.108,-45.26
5,0.113,-45.26
5,0.118,-45.26
5,0.123,-45.26
5,0.127,-45.26
5,0.132,-45.26
5,0.137,-45.26
5,0.141,-45.26
5,0.146,-45.26
5,0.151,-45.26
5,0.156,-45.26
5,0.160,-45.26
5,0.165,-45.26
5,0.170,-45.26
5,0.174,-45.26
5,0.179,-45.26
5,0.184,-45.26
5,0.189,-45.26
5,0.193,-45.26
5,0.198,-45.26
5,0.203,-45.26
5,0.207,-45.26
5,0.212,-45.26
5,0.217,-45.26
5,0.222,-45.26
5,0.226,-45.26
5,0.231,-45.26
5,0.236,-45.26
5,0.240,-45.26
5,0.245,-45.26
5,0.250,-45.26
5,0.255,-45.26
5,0.259,-45.26
5,0.264,-45.26
5,0.269,-45.26
5,0.273,-45.26
5,0.278,-45.26
5,0.283,-45.26
5,0.287,-45.26
5,0.292,-45.26
5,0.297,-45.26
5,0.302,-45.26
5,0.306,-45.26
5,0.311,-45.26
5,0.316,-45.26
5,0.320,-45.26
5,0.325,-45.26
5,0.330,-45.26
5,0.334,-45.26
5,0.339,-45.26
5,0.344,-45.26
5,0.348,-45.26
5,0.353,-45.26
5,0.358,-45.26
5,0.362,-45.26
5,0.367,-45.26
5,0.372,-45.26
5,0.376,-45.26
5,0.381,-45.26
5,0.386,-45.26
5,0.391,-45.26
5,0.395,-45.26
5,0.400,-45.26
5,0.405,-45.26
5,0.409,-45.26
5,0.414,-45.26
5,0.419,-45.26
5,0.423,-45.26
5,0.428,-45.26
5,0.433,-45.26
5,0.437,-45.26
5,0.442,-45.26
5,0.447,-45.26
5,0.451,-45.26
5,0.456,-45.26
5,0.461,-45.26
5,0.466,-45.26
5,0.470,-45.26
5,0.475,-45.26
5,0.480,-45.26
5,0.484,-45.26
5,0.489,-45.26
5,0.493,-45.26
5,0.498,-45.26
5,0.503,-45.26
5,0.507,-45.26
5,0.512,-45.26
5,0.517,-45.26
5,0.521,-45.26
5,0.526,-45.26
5,0.530,-45.26
5,0.535,-45.26
5,0.540,-45.26
5,0.544,-45.26
5,0.549,-45.26
5,0.553,-45.26
5,0.558,-45.26
5,0.563,-45.26
5,0.567,-45.26
5,0.572,-45.26
5,0.577,-45.26
5,0.581,-45.26
5,0.586,-45.26
5,0.590,-45.26
5,0.595,-45.26
5,0.600,-45.26
5,0.604,-45.26
5,0.609,-45.26
5,0.614,-45.26
5,0.618,-45.26
5,0.623,-45.26
5,0.627,-45.26
5,0.632,-45.26
5,0.637,-45.26
5,0.641,-45.26
5,0.646,-45.26
5,0.651,-45.26
5,0.655,-45.26
5,0.660,-45.26
5,0.665,-45.26
5,0.669,-45.26
5,0.674,-45.26
5,0.679,-45.26
5,0.684,-45.26
5,0.688,-45.26
5,0.693,-45.26
5,0.698,-45.26
5,0.702,-45.26
5,0.707,-45.26
5,0.712,-45.26
5,0.716,-45.26
5,0.721,-45.26
5,0.726,-45.26
5,0.730,-45.26
5,0.735,-45.26
5,0.740,-45.26
5,0.744,-45.26
5,0.749,-45.26
5,0.754,-45.26
5,0.759,-45.26
5,0.763,-45.26
5,0.768,-45.26
5,0.773,-45.26
5,0.777,-45.26
5,0.782,-45.26
5,0.787,-45.26
5,0.791,-45.26
5,0.796,-45.26
5,0.801,-45.26
5,0.805,-45.26
5,0.810,-45.26
5,0.815,-45.26
5,0.819,-45.26
5,0.824,-45.26
5,0.829,-45.26
5,0.834,-45.26
5,0.838,-45.26
5,0.843,-45.26
5,0.848,-45.26
5,0.852,-45.26
5,0.857,-45.26
5,0.861,-45.26
5,0.866,-45.26
5,0.871,-45.26
5,0.875,-45.26
5,0.880,-45.26
5,0.885,-45.26
5,0.889,-45.26
5,0.894,-45.26
5,0.898,-45.26
5,0.903,-45.26
5,0.908,-45.26
5,0.912,-45.26
5,0.917,-45.26
5,0.921,-45.26
5,0.926,-45.26
5,0.931,-45.26
5,0.935,-45.26
